Gene Symbol,Gene ID,Ensembl Gene ID
TAF7,6879,ENSG00000178913
TERF2,7014,ENSG00000132604
MAPRE2,10982,ENSG00000166974
MAPRE2,10982,ENSG00000166974
TCEA2,6919,ENSG00000171703
TAF1C,9013,ENSG00000103168
TGFBI,7045,ENSG00000120708
NCOA2,10499,ENSG00000140396
DIXDC1,85458,ENSG00000150764
TRADD,8717,ENSG00000102871
TRAM1,23471,ENSG00000067167
TSN,7247,ENSG00000211460
TARBP2,6895,ENSG00000139546
nan,,-
nan,,-
TRIP10,9322,ENSG00000125733
TRIP11,9321,ENSG00000100815
TRIP13,9319,ENSG00000071539
OASL,8638,ENSG00000135114
MED1,5469,ENSG00000125686
ZNHIT3,9326,ENSG00000278574//ENSG00000273611
TRIP4,9325,ENSG00000103671
HMGN3,9324,ENSG00000118418
JMJD1C,221037,ENSG00000171988
NFKBIB,4793,ENSG00000104825//ENSG00000282905
TRIP6,7205,ENSG00000087077
RHOH,399,ENSG00000168421
MAPRE1,22919,ENSG00000101367
ZRSR2,8233,ENSG00000169249
ZNF174,7727,ENSG00000103343
TSC22D1,8848,ENSG00000102804
ELAVL1,1994,ENSG00000066044
LTB4R,1241,ENSG00000213903//ENSG00000285456
ELF2,1998,ENSG00000109381
NSDHL,50814,ENSG00000147383
NAB2,4665,ENSG00000166886
GPR68,8111,ENSG00000119714
CEBPE,1053,ENSG00000092067
MYLK,4638,ENSG00000065534
MYLK,4638,ENSG00000065534
TAB1,10454,ENSG00000100324
HERC1,8925,ENSG00000103657
SLC1A5,6510,ENSG00000105281
CD226,10666,ENSG00000150637
RAB30,27314,ENSG00000137502
MLF2,8079,ENSG00000089693
ZKSCAN8,7745,ENSG00000198315
CHI3L2,1117,ENSG00000064886
TOMM34,10953,ENSG00000025772
NCOA1,8648,ENSG00000084676
SMAD2,4087,ENSG00000175387
SMAD1,4086,ENSG00000170365
MSMO1,6307,ENSG00000052802
ITSN1,6453,ENSG00000205726
TBCE,6905,ENSG00000284770//ENSG00000282984//ENSG00000285053
TBCC,6903,ENSG00000124659
NPTX1,4884,ENSG00000171246
UBE2V2,7336,ENSG00000169139
CST6,1474,ENSG00000175315
CCDC85B,11007,ENSG00000175602
VAMP3,9341,ENSG00000049245
NEDD8,4738,ENSG00000285246//ENSG00000129559
ADIRF,10974,ENSG00000148671
ADIPOQ,9370,ENSG00000181092
USF2,7392,ENSG00000105698
ATP6AP1,537,ENSG00000071553
VPS72,6944,ENSG00000163159
RAB11B,9230,ENSG00000185236
EZH2,2146,ENSG00000106462
ZFHX3,463,ENSG00000140836
ZYX,7791,ENSG00000159840//ENSG00000285443
ETFDH,2110,ENSG00000171503
2016-09-07 00:00:00,,-
2016-09-07 00:00:00,,-
ADRM1,11047,ENSG00000130706
CCDC6,8030,ENSG00000108091
UAP1,6675,ENSG00000117143
E2F4,1874,ENSG00000205250
IGFBP7,3490,ENSG00000163453
PDCD2,5134,ENSG00000071994
EXT1,2131,ENSG00000182197
PSMD5,5711,ENSG00000095261
PKN1,5585,ENSG00000123143
PKN1,5585,ENSG00000123143
PKN2,5586,ENSG00000065243
TAF12,6883,ENSG00000120656
BATF,10538,ENSG00000156127
CSRP2,1466,ENSG00000175183
DDB1,1642,ENSG00000167986
SNAPC1,6617,ENSG00000023608
PPP2R5E,5529,ENSG00000154001
MAPK14,1432,ENSG00000112062
MAPK14,1432,ENSG00000112062
MRPL23,6150,ENSG00000214026//ENSG00000288141
CDC37,11140,ENSG00000105401
BCL2A1,597,ENSG00000140379
LY6E,4061,ENSG00000160932//ENSG00000278032
DPYSL2,1808,ENSG00000092964
SNRNP35,11066,ENSG00000184209
SYPL1,6856,ENSG00000008282
CAMK4,814,ENSG00000152495
RBBP7,5931,ENSG00000102054
C3AR1,719,ENSG00000171860
MAP3K11,4296,ENSG00000173327
CALCRL,10203,ENSG00000064989
ECM1,1893,ENSG00000143369
BAK1,578,ENSG00000030110
MEA1,4201,ENSG00000124733
SRSF7,6432,ENSG00000115875
CPSF6,11052,ENSG00000111605
POU2AF1,5450,ENSG00000110777
TAZ,6901//25937,ENSG00000102125//ENSG00000018408
DBN1,1627,ENSG00000113758
MAPKAPK3,7867,ENSG00000114738
PTGIS,5740,ENSG00000124212
NFIL3,4783,ENSG00000165030
PDK4,5166,ENSG00000004799
NRF1,4899,ENSG00000106459
FSCN1,6624,ENSG00000075618
IFI16,3428,ENSG00000163565
CYP1B1,1545,ENSG00000138061
DUSP5,1847,ENSG00000138166
HIST3H3,,-
DECR1,1666,ENSG00000104325
MAN2A1,4124,ENSG00000112893
NDUFA5,4698,ENSG00000128609
KYNU,8942,ENSG00000115919
ATP2B3,492,ENSG00000067842
UGCG,7357,ENSG00000148154
CLPP,8192,ENSG00000125656
TST,7263,ENSG00000128311
UBE2S,27338,ENSG00000108106
QPCT,25797,ENSG00000115828
GSTA3,2940,ENSG00000174156
GUK1,2987,ENSG00000143774
HAGH,3029,ENSG00000063854
HAGH,3029,ENSG00000063854
HIST2H2BE,,-
NDUFA9,4704,ENSG00000139180
RTN1,6252,ENSG00000139970
PCK2,5106,ENSG00000100889//ENSG00000285241
PTPRO,5800,ENSG00000151490
DUSP7,1849,ENSG00000164086
UPP1,7378,ENSG00000183696
ST3GAL2,6483,ENSG00000157350
UGP2,7360,ENSG00000169764
UGP2,7360,ENSG00000169764
DGUOK,1716,ENSG00000114956
ATP6V1F,9296,ENSG00000128524
LTC4S,4056,ENSG00000283887//ENSG00000213316
PFKFB3,5209,ENSG00000170525
PFKFB4,5210,ENSG00000114268
UGT8,7368,ENSG00000174607
IMMT,10989,ENSG00000132305
IMMT,10989,ENSG00000132305
IMMT,10989,ENSG00000132305
TATDN3,128387,ENSG00000203705
EXOC3L4,91828,ENSG00000205436
PDZD4,57595,ENSG00000067840
FAM98C,147965,ENSG00000130244
GEN1,348654,ENSG00000178295
KNOP1,400506,ENSG00000103550
ARHGAP12,94134,ENSG00000165322
TMEM132A,54972,ENSG00000006118
INF2,64423,ENSG00000203485
HLA-B,3106,ENSG00000232126//ENSG00000224608//ENSG00000206450//ENSG00000223532//ENSG00000228964//ENSG00000234745
HLA-B,3106,ENSG00000232126//ENSG00000224608//ENSG00000206450//ENSG00000223532//ENSG00000228964//ENSG00000234745
HLA-C,3107,ENSG00000206435//ENSG00000233841//ENSG00000228299//ENSG00000206452//ENSG00000237022//ENSG00000225691//ENSG00000204525
HLA-DRB1,3123,ENSG00000236884//ENSG00000206240//ENSG00000206306//ENSG00000228080//ENSG00000229074//ENSG00000196126
PDS5A,23244,ENSG00000121892
CLEC16A,23274,ENSG00000038532
CLEC16A,23274,ENSG00000038532
ARHGAP31,57514,ENSG00000031081
MTHFSD,64779,ENSG00000103248
AAK1,22848,ENSG00000115977
MPEG1,219972,ENSG00000197629
EXOC3L2,90332,ENSG00000283632
CTC1,80169,ENSG00000178971
ERCC6L,54821,ENSG00000186871
C2orf68,388969,ENSG00000168887
TSR1,55720,ENSG00000167721
VMAC,400673,ENSG00000187650
RALGAPA2,57186,ENSG00000188559
DPY19L1,23333,ENSG00000173852
TYSND1,219743,ENSG00000156521
IAH1,285148,ENSG00000134330
ALG11,440138,ENSG00000253710
QRICH1,54870,ENSG00000198218
RELA,5970,ENSG00000173039
SMU1,55234,ENSG00000122692
ATG2A,23130,ENSG00000110046
ZNF800,168850,ENSG00000048405
CWF19L2,143884,ENSG00000152404
AP5B1,91056,ENSG00000254470
HLA-DRB1,3123,ENSG00000236884//ENSG00000206240//ENSG00000206306//ENSG00000228080//ENSG00000229074//ENSG00000196126
HLA-DRB5,3127,ENSG00000198502
HLA-DRB1,3123,ENSG00000236884//ENSG00000206240//ENSG00000206306//ENSG00000228080//ENSG00000229074//ENSG00000196126
DEFB136,613210,ENSG00000205884//ENSG00000285087
ATHL1,80162,ENSG00000142102
LRRFIP1,9208,ENSG00000124831
LRRFIP1,9208,ENSG00000124831
PGS1,9489,ENSG00000087157
C18orf21,83608,ENSG00000141428
LEPRE1,,-
TRMT5,57570,ENSG00000126814
NDUFAF6,137682,ENSG00000156170
LRRK1,79705,ENSG00000154237
TWISTNB,221830,ENSG00000105849
GFOD2,81577,ENSG00000141098
EDRF1,26098,ENSG00000107938
CEACAM21,90273,ENSG00000278565//ENSG00000007129
MAP7D1,55700,ENSG00000116871
ZNF792,126375,ENSG00000180884
UAP1L1,91373,ENSG00000197355
SLC25A35,399512,ENSG00000125434
C2orf76,130355,ENSG00000186132
CHD9,80205,ENSG00000177200
KRTAP13-4,284827,ENSG00000186971
LSM12,124801,ENSG00000161654
TBC1D25,4943,ENSG00000068354
PUS10,150962,ENSG00000162927
ADCK5,203054,ENSG00000173137//ENSG00000285451
HSDL1,83693,ENSG00000103160
GON4L,54856,ENSG00000116580
GNPTAB,79158,ENSG00000111670
CCDC88A,55704,ENSG00000115355
CCDC88A,55704,ENSG00000115355
TMEM176B,28959,ENSG00000106565
TBRG1,84897,ENSG00000154144
RABL6,55684,ENSG00000196642
VMA21,203547,ENSG00000160131
TUBB8,347688,ENSG00000261456
TIMM50,92609,ENSG00000105197
LGALSL,29094,ENSG00000119862
PARP14,54625,ENSG00000173193
MMAA,166785,ENSG00000151611
FUT11,170384,ENSG00000196968
CD300E,342510,ENSG00000186407
ZNF672,79894,ENSG00000171161
GLYR1,84656,ENSG00000140632
GLYR1,84656,ENSG00000140632
TTC31,64427,ENSG00000115282
C5orf22,55322,ENSG00000082213
COX19,90639,ENSG00000240230
C2CD3,26005,ENSG00000168014
KIAA1432,,-
GTDC1,79712,ENSG00000121964
SUV420H1,51111,ENSG00000110066
VPS26B,112936,ENSG00000151502
LARP7,51574,ENSG00000174720
NADK2,133686,ENSG00000152620
KCTD21,283219,ENSG00000188997
GXYLT1,283464,ENSG00000151233
ACSF3,197322,ENSG00000176715
PREPL,9581,ENSG00000138078
TBC1D10B,26000,ENSG00000169221
TPRN,286262,ENSG00000176058
ANO6,196527,ENSG00000177119
FILIP1L,11259,ENSG00000168386
ARID4B,51742,ENSG00000054267
MRPL51,51258,ENSG00000111639
GRIPAP1,56850,ENSG00000068400
BCL7A,605,ENSG00000110987//ENSG00000282873
CCDC58,131076,ENSG00000160124
SYTL3,94120,ENSG00000164674
TMEM259,91304,ENSG00000182087
PAN2,9924,ENSG00000135473
LIN52,91750,ENSG00000205659
FAM98B,283742,ENSG00000171262
EPC2,26122,ENSG00000135999
PDCD4,27250,ENSG00000150593
FNDC3B,64778,ENSG00000075420
CRTC2,200186,ENSG00000160741
AGPAT9,,-
CEP55,55165,ENSG00000138180
C17orf85,55421,ENSG00000074356
MPPE1,65258,ENSG00000154889
TP53I3,9540,ENSG00000115129
C11orf73,,-
ORMDL2,29095,ENSG00000123353
ACSM3,6296,ENSG00000005187
IFI44L,10964,ENSG00000137959
PLEKHO1,51177,ENSG00000023902
HSD17B12,51144,ENSG00000149084
GLE1,2733,ENSG00000119392
USP39,10713,ENSG00000168883
KLHL22,84861,ENSG00000099910
AGK,55750,ENSG00000262327//ENSG00000006530
SETMAR,6419,ENSG00000170364
LACTB2,51110,ENSG00000147592
PYCRL,65263,ENSG00000276657//ENSG00000104524
CCDC92,80212,ENSG00000275035//ENSG00000119242
KLHL26,55295,ENSG00000167487
CDCA8,55143,ENSG00000134690
SMUG1,23583,ENSG00000123415
LBH,81606,ENSG00000213626
ARHGAP15,55843,ENSG00000075884
FASTKD1,79675,ENSG00000138399
ANKRD39,51239,ENSG00000213337
ASPRV1,151516,ENSG00000244617
BOLA3,388962,ENSG00000163170
TMEM177,80775,ENSG00000144120
COBLL1,22837,ENSG00000082438
HS1BP3,64342,ENSG00000118960
CYBRD1,79901,ENSG00000071967
INO80D,54891,ENSG00000114933//ENSG00000283510
WDR81,124997,ENSG00000276021//ENSG00000167716
SGOL2,,-
ACTBL2,345651,ENSG00000169067
MPV17L2,84769,ENSG00000254858
SPIN4,139886,ENSG00000186767
ESCO2,157570,ENSG00000171320
EAPP,55837,ENSG00000129518
OCIAD2,132299,ENSG00000145247
SFT2D3,84826,ENSG00000173349
PAN3,255967,ENSG00000152520
PAN3,255967,ENSG00000152520
SDK2,54549,ENSG00000069188
HSP90AB4P,664618,-
HSP90AB2P,391634,-
HSP90AA4P,3323,-
DCAF6,55827,ENSG00000143164
TMEM41B,440026,ENSG00000166471
TMEM97,27346,ENSG00000109084
ODF2,4957,ENSG00000136811
YIF1B,90522,ENSG00000167645
YIF1B,90522,ENSG00000167645
OXLD1,339229,ENSG00000204237
C19orf54,284325,ENSG00000188493
ZNF326,284695,ENSG00000162664
NOM1,64434,ENSG00000146909
ZC3H12A,80149,ENSG00000163874
RILPL1,353116,ENSG00000188026
PDZD11,51248,ENSG00000120509
CMPK2,129607,ENSG00000134326
CARD16,114769,ENSG00000204397
DNAJC21,134218,ENSG00000168724
SGOL1,151648,ENSG00000129810
HERC4,26091,ENSG00000148634
PIGG,54872,ENSG00000174227
SLC25A53,401612,ENSG00000269743
DDX60L,91351,ENSG00000181381
MTX3,345778,ENSG00000177034
RABL3,285282,ENSG00000144840
COQ5,84274,ENSG00000110871
TTC32,130502,ENSG00000183891
EMC4,51234,ENSG00000128463
ZNF831,128611,ENSG00000124203
EARS2,124454,ENSG00000103356
C3orf38,285237,ENSG00000179021
METTL10,399818,ENSG00000203791
GCSAML,148823,ENSG00000169224
EEF1A1,1915,ENSG00000156508
MIA3,375056,ENSG00000154305
PITRM1,10531,ENSG00000107959
NHLRC3,387921,ENSG00000188811
PSMG4,389362,ENSG00000180822
WDR44,54521,ENSG00000131725
DDX26B,203522,ENSG00000165359
FGD3,89846,ENSG00000127084
FGD3,89846,ENSG00000127084
PRRC2B,84726,-
TJAP1,93643,ENSG00000137221
RRP12,23223,ENSG00000052749
TOR1AIP1,26092,ENSG00000143337
TOR1AIP1,26092,ENSG00000143337
AARS2,57505,ENSG00000124608
TOR2A,27433,ENSG00000160404
FAM78A,286336,ENSG00000126882
TEX30,93081,ENSG00000151287
DLG3,1741,ENSG00000082458
SPIN3,169981,ENSG00000204271
PCID2,55795,ENSG00000126226
HABP4,22927,ENSG00000130956
ELMO2,63916,ENSG00000062598
MED23,9439,ENSG00000112282
SIRPB2,284759,ENSG00000196209
MIIP,60672,ENSG00000116691
CRNKL1,51340,ENSG00000101343
SNX21,90203,ENSG00000124104
SLC27A3,11000,ENSG00000263163//ENSG00000143554
SAMD9,54809,ENSG00000205413
SPECC1,92521,ENSG00000128487
RNFT1,51136,ENSG00000189050
SLC35D3,340146,ENSG00000182747
SMEK2,,-
WDR45B,56270,ENSG00000141580
WIPI1,55062,ENSG00000070540
EOGT,285203,ENSG00000163378
BRMS1L,84312,ENSG00000100916
CLEC12A,160364,ENSG00000172322
TBCEL,219899,ENSG00000154114
DNTTIP2,30836,ENSG00000067334
PSMF1,9491,ENSG00000125818
RABGAP1L,9910,ENSG00000152061
RABGAP1L,9910,ENSG00000152061
TTC38,55020,ENSG00000075234
FAM26F,,-
ERICH3,127254,ENSG00000178965
COX20,116228,ENSG00000203667
HNRNPU,3192,ENSG00000153187
EXOSC6,118460,ENSG00000223496
LRRK2,120892,ENSG00000188906
PPM1L,151742,ENSG00000163590
TMEM201,199953,ENSG00000188807
C8G,733,ENSG00000176919
LY6G6F,259215,ENSG00000240957//ENSG00000241822//ENSG00000240008//ENSG00000204424//ENSG00000243003//ENSG00000243804//ENSG00000239741
C6orf136,221545,ENSG00000224120//ENSG00000237100//ENSG00000204564//ENSG00000233641//ENSG00000237012//ENSG00000233164//ENSG00000206487
ATAT1,79969,ENSG00000235658//ENSG00000137343//ENSG00000223752//ENSG00000206488//ENSG00000229061//ENSG00000231257//ENSG00000234549
SNAP47,116841,ENSG00000143740
NUP188,23511,ENSG00000095319
PHYHD1,254295,ENSG00000175287
TTC39A,22996,ENSG00000085831
MANEA,79694,ENSG00000172469
HP1BP3,50809,ENSG00000127483
VARS2,57176,ENSG00000206476//ENSG00000234032//ENSG00000230985//ENSG00000236178//ENSG00000137411//ENSG00000223494
SLC25A30,253512,ENSG00000174032
ZMYM1,79830,ENSG00000197056
CEP170,9859,ENSG00000143702//ENSG00000276725
CEP170,9859,ENSG00000143702//ENSG00000276725
LDLRAP1,26119,ENSG00000157978
TMEM69,51249,ENSG00000159596
ODR4,54953,ENSG00000157181
DNLZ,728489,ENSG00000213221
NOL9,79707,ENSG00000162408
GABPB2,126626,ENSG00000143458
CEP85L,387119,ENSG00000111860
SZT2,23334,ENSG00000198198
ZNF362,149076,ENSG00000160094
TPRG1L,127262,ENSG00000158109
CC2D1B,200014,ENSG00000154222
GSN,2934,ENSG00000148180
GSN,2934,ENSG00000148180
TTC18,,-
FNBP1L,54874,ENSG00000137942
PKIB,5570,ENSG00000135549
RARS2,57038,ENSG00000146282
THEM4,117145,ENSG00000159445
FKBP15,23307,ENSG00000119321
DDX59,83479,ENSG00000118197
ZC3H13,23091,ENSG00000123200
ZC3H13,23091,ENSG00000123200
ZDHHC12,84885,ENSG00000160446
C9orf114,,-
TREML2,79865,ENSG00000112195
C10orf76,79591,ENSG00000120029
AIG1,51390,ENSG00000146416
PDSS1,23590,ENSG00000148459
MPP7,143098,ENSG00000150054
TMEM63B,55362,ENSG00000137216
GPATCH4,54865,ENSG00000160818
LRIF1,55791,ENSG00000121931
ABCC10,89845,ENSG00000124574
DISC1,27185,ENSG00000162946
IBA57,200205,ENSG00000181873
HECTD3,79654,ENSG00000126107
UBR4,23352,ENSG00000127481
STXBP5,134957,ENSG00000164506
ARHGAP21,57584,ENSG00000107863
BEND3,57673,ENSG00000178409
CAMSAP1,157922,ENSG00000130559
MRPL2,51069,ENSG00000112651
DCAF12,25853,ENSG00000198876
UBAP2,55833,ENSG00000137073
IDNK,414328,ENSG00000148057
C9orf64,84267,ENSG00000165118
KPRP,448834,ENSG00000203786
XP32,100129271,ENSG00000198854
GORAB,92344,ENSG00000120370
ZNF618,114991,ENSG00000157657
FAM102B,284611,ENSG00000162636
RBM26,64062,ENSG00000139746
RBM26,64062,ENSG00000139746
RPL7A,6130,ENSG00000280858//ENSG00000148303
ATAD3B,83858,ENSG00000160072
FAM102A,399665,ENSG00000167106
WLS,79971,ENSG00000116729
RNF187,149603,ENSG00000168159//ENSG00000285426
CPSF3L,54973,ENSG00000127054
CPTP,80772,ENSG00000224051
CAB39L,81617,ENSG00000102547
FRY,10129,ENSG00000073910
BCL2L15,440603,ENSG00000188761
N4BP2L1,90634,ENSG00000139597
OGFRL1,79627,ENSG00000119900
SEMA4A,64218,ENSG00000196189
SH3PXD2A,9644,ENSG00000107957
DDI2,84301,ENSG00000197312
DNAJC16,23341,ENSG00000116138
LGSN,51557,ENSG00000146166
HIST2H3PS2,,-
THEMIS2,9473,ENSG00000130775
NDUFAF5,79133,ENSG00000101247
NT5DC1,221294,ENSG00000178425
SIRPB1,10326,ENSG00000101307
TMCO4,255104,ENSG00000162542
AHDC1,27245,ENSG00000126705
VPS13D,55187,ENSG00000048707
DHX35,60625,ENSG00000101452
CROCC,9696,ENSG00000058453
MEX3C,51320,ENSG00000176624
LYRM7,90624,ENSG00000186687
ATF7IP2,80063,ENSG00000166669
EMC10,284361,ENSG00000161671
PIK3R6,146850,ENSG00000276231
RIF1,55183,ENSG00000080345
VPS53,55275,ENSG00000283883//ENSG00000141252
STRIP1,85369,ENSG00000143093
ABHD17B,51104,ENSG00000107362
CEP350,9857,ENSG00000135837
RPRD2,23248,ENSG00000163125
2016-03-01 00:00:00,,-
RNF220,55182,ENSG00000187147
EEF1A1P5,158078,-
ANGEL2,90806,ENSG00000174606
PRPF38B,55119,ENSG00000134186
TTC39B,158219,ENSG00000155158
RNF20,56254,ENSG00000155827
HHAT,55733,ENSG00000280680//ENSG00000054392
ZNF318,24149,ENSG00000171467
SFMBT2,57713,ENSG00000198879
C6orf57,135154,ENSG00000154079
CDKAL1,54901,ENSG00000145996
RPL11,6135,ENSG00000142676
PLEKHM2,23207,ENSG00000116786
MYSM1,114803,ENSG00000162601
YOD1,55432,ENSG00000180667
BROX,148362,ENSG00000162819
FOCAD,54914,ENSG00000188352
PSMD4,5710,ENSG00000159352
PTPLAD2,,-
TAF3,83860,ENSG00000165632
SNX30,401548,ENSG00000148158
FAM208B,,-
KHDRBS2,202559,ENSG00000112232
LYPLAL1,127018,ENSG00000143353
ARHGEF10L,55160,ENSG00000074964
RBP4,5950,ENSG00000138207
PEAR1,375033,ENSG00000187800
LY9,4063,ENSG00000122224
ZCCHC6,79670,ENSG00000083223
SLX4IP,128710,ENSG00000149346
ANKRD22,118932,ENSG00000152766
CCL19,6363,ENSG00000172724
NAA35,60560,ENSG00000135040
C9orf91,,-
LRRC16A,55604,ENSG00000079691
ZMYM4,9202,ENSG00000146463
RRAGB,10325,ENSG00000083750
TPP2,7174,ENSG00000134900
RNF219,,-
BSPRY,54836,ENSG00000119411
FAM160B1,57700,ENSG00000151553
SPRYD7,57213,ENSG00000123178
CARD17,440068,ENSG00000255221
RNF123,63891,ENSG00000164068
HLA-DRB1,3123,ENSG00000236884//ENSG00000206240//ENSG00000206306//ENSG00000228080//ENSG00000229074//ENSG00000196126
AFMID,125061,ENSG00000183077
RNF213,57674,ENSG00000173821
FAM21A,387680//253725,ENSG00000099290//ENSG00000172661
LPCAT4,254531,ENSG00000176454
WDR25,79446,ENSG00000176473
STEAP3,55240,ENSG00000115107
FAM91A1,157769,ENSG00000176853
ICE2,79664,ENSG00000128915
CEP135,9662,ENSG00000174799
TBC1D9B,23061,ENSG00000197226//ENSG00000284400
DCAF15,90379,ENSG00000288453//ENSG00000132017
MAP1S,55201,ENSG00000130479
PPP2R2D,55844,ENSG00000175470
ARL6IP4,51329,ENSG00000182196
ARL6IP4,51329,ENSG00000182196
ATG16L1,55054,ENSG00000085978//ENSG00000281089
RAP1GAP2,23108,ENSG00000132359
RAP1GAP2,23108,ENSG00000132359
STEAP4,79689,ENSG00000127954
OLFML2A,169611,ENSG00000185585
HGSNAT,138050,ENSG00000165102
ARID2,196528,ENSG00000189079
DIEXF,27042,ENSG00000117597
GLT8D1,55830,ENSG00000016864
SEL1L3,23231,ENSG00000091490
TNS3,64759,ENSG00000136205
HAUS3,79441,ENSG00000214367
SLFN13,146857,ENSG00000154760
SPTY2D1,144108,ENSG00000179119
PMS2CL,441194,ENSG00000187953
DENND2C,163259,ENSG00000175984
MBLAC2,153364,ENSG00000176055
LMBRD2,92255,ENSG00000164187
ZFYVE26,23503,ENSG00000072121
CRYBG3,131544,ENSG00000080200
INTS3,65123,ENSG00000143624//ENSG00000262826
ARHGAP17,55114,ENSG00000288353//ENSG00000140750
ARHGAP17,55114,ENSG00000288353//ENSG00000140750
NAIF1,203245,ENSG00000171169
NCBP2-AS2,,-
CWF19L1,55280,ENSG00000095485
KIAA1429,,-
SPECC1L,23384,ENSG00000100014
C12orf73,728568,ENSG00000204954
HEATR6,63897,ENSG00000068097
GLTSCR1L,,-
ZNF324B,388569,ENSG00000249471
TRIM68,55128,ENSG00000167333
HBM,3042,ENSG00000206177
CYB5R2,51700,ENSG00000166394
UHRF1BP1,54887,ENSG00000065060
ZNF787,126208,ENSG00000142409
ATL3,25923,ENSG00000184743
ADAL,161823,ENSG00000168803
RPL7L1,285855,ENSG00000146223
PVRIG,79037,ENSG00000213413
TTC19,54902,ENSG00000011295
MCTP2,55784,ENSG00000140563
POLR2M,81488,ENSG00000255529
SUMO4,387082,ENSG00000177688
VASN,114990,ENSG00000168140//ENSG00000274334
RLTPR,146206,ENSG00000159753
RLTPR,146206,ENSG00000159753
CIAPIN1,57019,ENSG00000005194
ZFAND6,54469,ENSG00000086666
SMYD5,10322,ENSG00000135632
PTRHD1,391356,ENSG00000184924
XAF1,54739,ENSG00000132530
ITPRIPL1,150771,ENSG00000198885
OTUD7B,56957,ENSG00000264522
LAIR1,3903,ENSG00000278154//ENSG00000276053//ENSG00000274110//ENSG00000276163//ENSG00000167613
RALGAPA1,253959,ENSG00000174373
SIGIRR,59307,ENSG00000185187
NADSYN1,55191,ENSG00000172890
ELP2,55250,ENSG00000134759
LAMTOR1,55004,ENSG00000149357
TWF2,11344,ENSG00000247596
NCAPH2,29781,ENSG00000025770
GRAMD4,23151,ENSG00000075240
DESI1,27351,ENSG00000100418
KIAA0930,23313,ENSG00000100364
ASPHD2,57168,ENSG00000128203
TANGO2,128989,ENSG00000183597
SNRNP48,154007,ENSG00000168566
MRM1,79922,ENSG00000274853//ENSG00000278619
SMEK1,55671,ENSG00000100796
TYW3,127253,ENSG00000162623
CENPP,401541,ENSG00000188312
CCSAP,126731,ENSG00000154429
NAPEPLD,222236,ENSG00000161048//ENSG00000275723
ZNF770,54989,ENSG00000198146
RAB12,201475,ENSG00000206418
DENND5A,23258,ENSG00000184014
ADNP2,22850,ENSG00000101544
SDE2,163859,ENSG00000143751
SLC8B1,80024,ENSG00000089060
STYK1,55359,ENSG00000060140
RCSD1,92241,ENSG00000198771
ACAD10,80724,ENSG00000111271
PYHIN1,149628,ENSG00000163564
NIPBL,25836,ENSG00000164190
SLC25A25,114789,ENSG00000148339
PDE12,201626,ENSG00000174840
LIN54,132660,ENSG00000189308
LIN54,132660,ENSG00000189308
PRR5L,79899,ENSG00000135362
ZNF280D,54816,ENSG00000137871//ENSG00000285253
OGFOD2,79676,ENSG00000111325
NAA16,79612,ENSG00000172766
MFSD5,84975,ENSG00000182544
SLC18B1,116843,ENSG00000146409
CYP4F22,126410,ENSG00000171954
C5orf45,,-
RHBDD2,57414,ENSG00000005486
PWWP2B,170394,ENSG00000171813
SLC25A24,29957,ENSG00000284468//ENSG00000085491
REEP3,221035,ENSG00000165476
RETSAT,54884,ENSG00000042445
ZNF746,155061,ENSG00000181220
RINT1,60561,ENSG00000135249
TMEM214,54867,ENSG00000119777
MFSD12,126321,ENSG00000161091
CDPF1,150383,ENSG00000205643
HIBCH,26275,ENSG00000198130
C3orf17,,-
PRPF40B,25766,ENSG00000110844
ARMC6,93436,ENSG00000105676
TTI2,80185,ENSG00000129696
SLC30A6,55676,ENSG00000152683
TAPT1,202018,ENSG00000169762
KANK3,256949,ENSG00000186994
JMJD6,23210,ENSG00000070495
PPP1R18,170954,ENSG00000225060//ENSG00000146112//ENSG00000229998//ENSG00000230341//ENSG00000231247//ENSG00000206485//ENSG00000234000//ENSG00000236428
ZCCHC8,55596,ENSG00000033030
RPUSD3,285367,ENSG00000156990
MIS18BP1,55320,ENSG00000129534
DHX57,90957,ENSG00000163214
MRPL54,116541,ENSG00000183617
ERAP2,64167,ENSG00000164308
LPCAT3,10162,ENSG00000111684
CDC73,79577,ENSG00000134371
PMF1,11243,ENSG00000160783
GTF2H2C,728340,ENSG00000145736//ENSG00000183474//ENSG00000275045//ENSG00000276910
FAM117B,150864,ENSG00000138439
MRPL14,64928,ENSG00000180992
SLC27A4,10999,ENSG00000167114
CC2D1A,54862,ENSG00000288293//ENSG00000132024
LETMD1,25875,ENSG00000050426
METTL2B,55798,ENSG00000165055
MSANTD2,79684,ENSG00000120458
DUS1L,64118,ENSG00000169718
TAF2,6873,ENSG00000064313
MED27,9442,ENSG00000160563
EDC4,23644,ENSG00000038358
CEP85,64793,ENSG00000130695
FAHD2B,151313,ENSG00000144199
PRMT9,90826,ENSG00000164169
PRPF8,10594,ENSG00000274442//ENSG00000174231
DENND1B,163486,ENSG00000213047
FBXO42,54455,ENSG00000037637
SCYL2,55681,ENSG00000136021
TTC27,55622,ENSG00000018699
MTFR2,113115,ENSG00000146410
SFXN4,119559,ENSG00000183605
PLBD1,79887,ENSG00000121316
CASC4,113201,ENSG00000166734
FDX1L,,-
ARHGAP11A,9824,ENSG00000275568//ENSG00000198826
WDR73,84942,ENSG00000177082
CNNM4,26504,ENSG00000158158
NFRKB,4798,ENSG00000170322
MZT2A,653784,ENSG00000173272
