ID,ENTREZ_GENE_ID
200843_s_at,2058
200844_s_at,9588
200845_s_at,9588
200846_s_at,5499
200847_s_at,51669
200848_at,10768
200849_s_at,10768
200850_s_at,10768
200851_s_at,9798
200852_x_at,2783
200853_at,3015
200854_at,9611
200855_at,9611
200856_x_at,9611
200857_s_at,9611
200858_s_at,6202 /// 26811 /// 94163
200859_x_at,2316
200860_s_at,23019
200861_at,23019
200862_at,1718
200863_s_at,8766
200864_s_at,8766
200865_at,8665
200866_s_at,5660
200867_at,55905
200868_s_at,55905
200869_at,6142 /// 26780
200870_at,11171
200871_s_at,5660
200872_at,6281
200873_s_at,10694
200874_s_at,10528 /// 26792 /// 692201 /// 692213 /// 100302138
200875_s_at,10528 /// 26792 /// 692201 /// 692213 /// 100302138
200876_s_at,5689
200877_at,10575
200878_at,2034
200879_s_at,2034
200880_at,3301
200881_s_at,3301
200882_s_at,5710
200883_at,7385
200884_at,1152
200885_at,389
200886_s_at,5223
200887_s_at,6772
200888_s_at,9349 /// 619505
200889_s_at,6745
200890_s_at,6745
200891_s_at,6745
200892_s_at,6434
200893_at,6434
200894_s_at,2288
200895_s_at,2288
200896_x_at,3068
200897_s_at,23022
200898_s_at,10724
200899_s_at,10724
200900_s_at,4074
200901_s_at,1911 /// 4074
200902_at,9403
200903_s_at,191
200904_at,3133
200905_x_at,3133
200906_s_at,23022
200907_s_at,23022
200908_s_at,6181
200909_s_at,6181 /// 619565
200910_at,7203 /// 101927137
200911_s_at,6867
200912_s_at,1974 /// 6043 /// 619567 /// 619568 /// 677847 /// 100302143
200913_at,5496
200914_x_at,3895
200915_x_at,3895
200916_at,8407
200917_s_at,6734
200918_s_at,6734
200919_at,1912
200920_s_at,694
200921_s_at,694
200922_at,10945
200923_at,3959
200924_s_at,6520
200925_at,1337
200926_at,6228
200927_s_at,51552
200928_s_at,51552
200929_at,10972
200930_s_at,7414
200931_s_at,7414
200932_s_at,10540
200933_x_at,6191
200934_at,7913
200935_at,811
200936_at,6132
200937_s_at,6083 /// 6125
200938_s_at,473
200939_s_at,473
200940_s_at,473
200941_at,3281
200942_s_at,3281
200943_at,3150
200944_s_at,3150 /// 101927733
200945_s_at,22872
200946_x_at,2746
200947_s_at,2746
200948_at,8079
200949_x_at,6224 /// 26795
200950_at,10552
200951_s_at,894
200952_s_at,894
200953_s_at,894
200954_at,527
200955_at,10989
200956_s_at,6749
200957_s_at,6749
200958_s_at,6386
200959_at,2521
200960_x_at,1211
200961_at,22928
200962_at,6160
200963_x_at,6160
200964_at,7317
200965_s_at,3983
200966_x_at,226
200967_at,5479
200968_s_at,5479
200969_at,27230 /// 101928061
200970_s_at,27230
200971_s_at,27230 /// 101928061
200972_at,10099
200973_s_at,10099
200974_at,59
200975_at,5538
200976_s_at,8887
200977_s_at,8887
200978_at,4190
200979_at,5160
200980_s_at,5160
200981_x_at,2778
200982_s_at,309
200983_x_at,966
200984_s_at,966
200985_s_at,966
200986_at,710
200987_x_at,10197
200988_s_at,10197
200989_at,3091
200990_at,10155
200991_s_at,9784
200992_at,10527
200993_at,10527
200994_at,10527
200995_at,10527
200996_at,10096
200997_at,5936 /// 100526737
200998_s_at,10970
200999_s_at,10970
201000_at,16
201001_s_at,7335 /// 7336 /// 387521 /// 387522
201002_s_at,7335 /// 7336 /// 387521 /// 387522
201003_x_at,7335 /// 7336 /// 387521 /// 387522
201004_at,6748
201005_at,928
201006_at,7001
201007_at,3032
201008_s_at,10628
201009_s_at,10628
201010_s_at,10628
201011_at,6184
201012_at,301
201013_s_at,10606
201014_s_at,10606
201015_s_at,3728
201016_at,1964
201017_at,1964
201018_at,1964
201019_s_at,1964
201020_at,7533
201021_s_at,11034
201022_s_at,11034
201023_at,6879
201024_x_at,9669
201025_at,9669
201026_at,9669
201027_s_at,9669
201028_s_at,4267
201029_s_at,4267
201030_x_at,3945
201031_s_at,3187
201032_at,10904
201033_x_at,6175
201034_at,120
201035_s_at,3033
201036_s_at,3033
201037_at,5214
201038_s_at,8125
201039_s_at,5886
201040_at,2771
201041_s_at,1843
201042_at,7052
201043_s_at,8125
201044_x_at,1843
201045_s_at,5870 /// 150786
201046_s_at,5886
201047_x_at,5870 /// 150786
201048_x_at,5870 /// 150786
201049_s_at,6222
201050_at,23646
201051_at,8125
201052_s_at,9491
201053_s_at,9491
201054_at,10949
201055_s_at,10949
201056_at,2804
201057_s_at,2804
201058_s_at,10398
201059_at,2017
201060_x_at,2040
201061_s_at,2040
201062_at,2040
201063_at,5954
201064_s_at,8761 /// 100996696
201065_s_at,2969 /// 2970 /// 100093631
201066_at,1537
201067_at,5701
201068_s_at,5701
201069_at,4313
201070_x_at,23451
201071_x_at,23451
201072_s_at,6599
201073_s_at,6599
201074_at,6599
201075_s_at,6599
201076_at,4809
201077_s_at,302 /// 4809
201078_at,9375
201079_at,9144
201080_at,8396
201081_s_at,8396
201082_s_at,1639 /// 57835
201083_s_at,9774
201084_s_at,9774
201085_s_at,6651
201086_x_at,6651
201087_at,5829
201088_at,3838
201089_at,526
201090_x_at,10376
201091_s_at,11335
201092_at,5931
201093_x_at,6389
201094_at,6235
201095_at,1611
201096_s_at,378
201097_s_at,378
201098_at,9276
201099_at,8239
201100_s_at,8239
201101_s_at,9774
201102_s_at,5211
201103_x_at,25832 /// 149013 /// 200030 /// 284565 /// 400818 /// 728841 /// 100132406 /// 100288142
201104_x_at,25832 /// 200030 /// 284565 /// 400818 /// 728841 /// 100132406 /// 100288142 /// 101060226 /// 101060684 /// 101929780
201105_at,3956
201106_at,2879
201107_s_at,7057
201108_s_at,7057
201109_s_at,7057
201110_s_at,7057
201111_at,1434
201112_s_at,1434
201113_at,7284
201114_x_at,5688
201115_at,5425
201116_s_at,1363
201117_s_at,1363
201118_at,5226
201119_s_at,1351
201120_s_at,10857
201121_s_at,10857
201122_x_at,1984
201123_s_at,1984
201124_at,3693
201125_s_at,3693
201126_s_at,4245
201127_s_at,47
201128_s_at,47
201129_at,6432
201130_s_at,999
201131_s_at,999
201132_at,3188 /// 100529097
201133_s_at,9867
201134_x_at,1350
201135_at,1892
201136_at,5355
201137_s_at,3115
201138_s_at,6741
201139_s_at,6741
201140_s_at,5878
201141_at,10457
201142_at,1965
201143_s_at,1965
201144_s_at,1965
201145_at,10456
201146_at,4780
201147_s_at,7078
201148_s_at,7078
201149_s_at,7078
201150_s_at,7078
201151_s_at,4154
201152_s_at,4154
201153_s_at,4154
201154_x_at,6124 /// 595097 /// 595098 /// 595099 /// 595100
201155_s_at,9927
201156_s_at,5878
201157_s_at,4836
201158_at,4836
201159_s_at,4836
201160_s_at,8531
201161_s_at,8531
201162_at,3490
201163_s_at,3490
201164_s_at,9698
201165_s_at,9698
201166_s_at,9698
201167_x_at,396
201168_x_at,396
201169_s_at,8553
201170_s_at,8553
201171_at,8992
201172_x_at,8992
201173_x_at,10726
201174_s_at,54386
201175_at,51075
201176_s_at,372
201177_s_at,10054
201178_at,25793
201179_s_at,2773
201180_s_at,2773
201181_at,2773
201182_s_at,1108
201183_s_at,1108
201184_s_at,1108
201185_at,5654
201186_at,4043
201187_s_at,3710
201188_s_at,3710
201189_s_at,3710
201190_s_at,5306
201191_at,5306
201192_s_at,5306
201193_at,3417
201194_at,6415
201195_s_at,8140
201196_s_at,262
201197_at,262
201198_s_at,5707
201199_s_at,5707
201200_at,8804
201201_at,1476
201202_at,5111
201203_s_at,6238
201204_s_at,6238
201205_at,
201206_s_at,6238
201207_at,7126
201208_s_at,7126
201209_at,3065
201210_at,1654
201211_s_at,1654
201212_at,5641
201213_at,5510
201214_s_at,5510
201215_at,5358
201216_at,10961
201217_x_at,6122 /// 116936 /// 116938
201218_at,1488
201219_at,1488
201220_x_at,1488
201221_s_at,6625
201222_s_at,5887
201223_s_at,5887
201224_s_at,10250
201225_s_at,10250
201226_at,4714
201227_s_at,4714
201228_s_at,10425
201229_s_at,10425
201230_s_at,10425
201231_s_at,2023
201232_s_at,5719
201233_at,5719
201234_at,3611
201235_s_at,7832
201236_s_at,7832
201237_at,830
201238_s_at,830
201239_s_at,9789
201240_s_at,9789
201241_at,1653
201242_s_at,481
201243_s_at,481
201244_s_at,5894
201245_s_at,55611 /// 101927673
201246_s_at,55611 /// 101927673
201247_at,6721
201248_s_at,6721
201249_at,6513
201250_s_at,6513
201251_at,5315
201252_at,5704
201253_s_at,10423
201254_x_at,6194
201255_x_at,7917
201256_at,9167
201257_x_at,6189 /// 8944
201258_at,6217
201259_s_at,6856
201260_s_at,6856
201261_x_at,633
201262_s_at,633
201263_at,6897
201264_at,11316
201265_at,
201266_at,7296
201267_s_at,5702
201268_at,4831 /// 654364
201269_s_at,23386
201270_x_at,23386
201271_s_at,22913
201272_at,231
201273_s_at,6726
201274_at,5686
201275_at,2224
201276_at,5869
201277_s_at,3182
201278_at,1601 /// 101926921
201279_s_at,1601 /// 101926921
201280_s_at,1601 /// 101926921
201281_at,11047
201282_at,4967
201283_s_at,22906
201284_s_at,327
201285_at,23608
201286_at,6382
201287_s_at,6382
201288_at,397
201289_at,3491
201290_at,23478
201291_s_at,7153
201292_at,7153
201293_x_at,5478 /// 101060363
201294_s_at,26118
201295_s_at,26118
201296_s_at,26118
201297_s_at,55233
201298_s_at,55233
201299_s_at,55233
201300_s_at,5621
201301_s_at,307
201302_at,307
201303_at,9775
201304_at,4698
201305_x_at,10541
201306_s_at,10541
201307_at,55752
201308_s_at,55752
201309_x_at,9315
201310_s_at,9315
201311_s_at,6451
201312_s_at,6451
201313_at,2026
201314_at,10494
201315_x_at,10581
201316_at,5683
201317_s_at,5683
201318_s_at,10627 /// 103910
201319_at,10627
201320_at,6601
201321_s_at,6601
201322_at,506
201323_at,10969 /// 102465439
201324_at,2012
201325_s_at,2012
201326_at,908
201327_s_at,908
201328_at,2114
201329_s_at,2114
201330_at,5917
201331_s_at,6778
201332_s_at,6778
201333_s_at,23365
201334_s_at,23365
201335_s_at,23365
201336_at,9341
201337_s_at,9341
201338_x_at,2971
201339_s_at,6342
201340_s_at,8507
201341_at,8507
201342_at,6631
201343_at,7322
201344_at,7322
201345_s_at,7322
201346_at,79602
201347_x_at,9380
201348_at,2878
201349_at,9368
201350_at,2319
201351_s_at,10730
201352_at,10730
201353_s_at,11176
201354_s_at,11176
201355_s_at,11176
201356_at,10291
201357_s_at,10291
201358_s_at,1315
201359_at,1315
201360_at,1471
201361_at,79073
201362_at,10625
201363_s_at,10625
201364_s_at,4947
201365_at,4947
201366_at,310
201367_s_at,678
201368_at,678
201369_s_at,678
201370_s_at,8452
201371_s_at,8452
201372_s_at,8452
201373_at,5339
201374_x_at,5516
201375_s_at,5516
201376_s_at,3185
201377_at,9898
201378_s_at,9898
201379_s_at,7165
201380_at,10491
201381_x_at,27101
201382_at,27101
201383_s_at,4077
201384_s_at,4077
201385_at,1665
201386_s_at,1665
201387_s_at,7345
201388_at,5709
201389_at,3678
201390_s_at,1460
201391_at,10131
201392_s_at,3482
201393_s_at,3482
201394_s_at,10181
201395_at,10181
201396_s_at,6449
201397_at,26227
201398_s_at,23471
201399_s_at,23471
201400_at,5691
201401_s_at,156
201402_at,156
201403_s_at,4259
201404_x_at,5690
201405_s_at,10980
201406_at,6173 /// 100529097
201407_s_at,5500
201408_at,5500
201409_s_at,5500
201410_at,55041
201411_s_at,55041
201412_at,26020
201413_at,3295
201414_s_at,4676
201415_at,2937
201416_at,6659
201417_at,6659
201418_s_at,6659
201419_at,8314
201420_s_at,79084
201421_s_at,79084
201422_at,5296 /// 10437
201423_s_at,8451
201424_s_at,8451
201425_at,217
201426_s_at,7431
201427_s_at,6414
201428_at,1364
201429_s_at,6168
201430_s_at,1809
201431_s_at,1809
201432_at,847
201433_s_at,9791
201434_at,7265
201435_s_at,1977
201436_at,1977
201437_s_at,1977
201438_at,1293
201439_at,8729
201440_at,9416
201441_at,1340
201442_s_at,10159
201443_s_at,10159
201444_s_at,10159
201445_at,1266
201446_s_at,7072
201447_at,7072
201448_at,7072
201449_at,7072
201450_s_at,7072
201451_x_at,6009
201452_at,6009
201453_x_at,6009
201454_s_at,9520
201455_s_at,9520
201456_s_at,9184
201457_x_at,9184
201458_s_at,9184
201459_at,10856
201460_at,9261
201461_s_at,9261
201462_at,9805
201463_s_at,6888
201464_x_at,3725
201465_s_at,3725
201466_s_at,3725
201467_s_at,1728
201468_s_at,1728
201469_s_at,6464
201470_at,9446
201471_s_at,8878
201472_at,7411
201473_at,3726
201474_s_at,3675
201475_x_at,4141 /// 102465454
201476_s_at,6240
201477_s_at,6240
201478_s_at,1736 /// 677835 /// 100847052
201479_at,1736 /// 677835 /// 100847052
201480_s_at,6829
201481_s_at,5834
201482_at,5768
201483_s_at,6827
201484_at,6827
201485_s_at,5955
201486_at,5955
201487_at,1075
201488_x_at,10657
201489_at,10105
201490_s_at,10105
201491_at,10598
201492_s_at,6171
201493_s_at,23369
201494_at,5547
201495_x_at,4629
201496_x_at,4629
201497_x_at,4629
201498_at,7874
201499_s_at,7874
201500_s_at,6992
201501_s_at,2926
201502_s_at,4792
201503_at,10146
201504_s_at,7247
201505_at,3912
201506_at,7045
201507_at,5201
201508_at,3487
201509_at,3420
201510_at,1999
201511_at,14
201512_s_at,9868
201513_at,7247
201514_s_at,10146
201515_s_at,7247
201516_at,6723
201517_at,22916
201518_at,10951
201519_at,9868
201520_s_at,2926
201521_s_at,22916
201522_x_at,6638 /// 8926
201523_x_at,7334
201524_x_at,7334
201525_at,347
201526_at,381
201527_at,9296 /// 101927180
201528_at,6117
201529_s_at,6117
201530_x_at,1973 /// 26781 /// 652965 /// 652966 /// 100533955 /// 101928634
201531_at,7538
201532_at,5684
201533_at,1499
201534_s_at,5412
201535_at,5412
201536_at,1845
201537_s_at,1845
201538_s_at,1845
201539_s_at,2273
201540_at,2273
201541_s_at,10467
201542_at,56681
201543_s_at,56681
201544_x_at,599 /// 8106 /// 100529063
201545_s_at,8106 /// 100529063
201546_at,9320
201547_at,10765
201548_s_at,10765
201549_x_at,10765
201550_x_at,60 /// 71
201551_s_at,3916
201552_at,3916
201553_s_at,3916
201554_x_at,2992
201555_at,4172
201556_s_at,6844
201557_at,6844
201558_at,8480
201559_s_at,25932
201560_at,25932
201561_s_at,22883
201562_s_at,6652
201563_at,6652
201564_s_at,6624
201565_s_at,3398
201566_x_at,3398
201567_s_at,2803
201568_at,27089
201569_s_at,25813
201570_at,25813
201571_s_at,1635
201572_x_at,1635
201573_s_at,2107
201574_at,2107
201575_at,22938
201576_s_at,2720 /// 643853
201577_at,4830
201578_at,5420
201579_at,2195
201580_s_at,56255
201581_at,56255
201582_at,10483
201583_s_at,10483
201584_s_at,10212
201585_s_at,6421
201586_s_at,6421
201587_s_at,3654
201588_at,9352
201589_at,8243
201590_x_at,302
201591_s_at,11188
201592_at,8667
201593_s_at,55854
201594_s_at,9989
201595_s_at,55854
201596_x_at,3875
201597_at,1347
201598_s_at,3636
201599_at,4942
201600_at,11331
201601_x_at,8519 /// 10581
201602_s_at,4659
201603_at,4659
201604_s_at,4659
201605_x_at,1265
201606_s_at,11137
201607_at,11137
201608_s_at,11137
201609_x_at,23463
201610_at,23463
201611_s_at,23463
201612_at,223
201613_s_at,8906
201614_s_at,8607
201615_x_at,800
201616_s_at,800
201617_x_at,800
201618_x_at,8733
201619_at,10935
201620_at,8720
201621_at,4681
201622_at,27044
201623_s_at,1615
201624_at,1615
201625_s_at,3638
201626_at,3638
201627_s_at,3638
201628_s_at,10670
201629_s_at,52
201630_s_at,52
201631_s_at,8870
201632_at,1967
201633_s_at,80777
201634_s_at,80777
201635_s_at,8087
201636_at,8087
201637_s_at,8087
201638_s_at,29894
201639_s_at,29894 /// 100126351 /// 100302196 /// 102466749
201640_x_at,1209
201641_at,684
201642_at,3460
201643_x_at,51780
201644_at,7264
201645_at,3371
201646_at,950
201647_s_at,950
201648_at,3716
201649_at,9246
201650_at,3880
201651_s_at,11252
201652_at,10987
201653_at,10175
201654_s_at,3339
201655_s_at,3339
201656_at,3655
201657_at,400
201658_at,400
201659_s_at,400
201660_at,2181
201661_s_at,2181
201662_s_at,2181
201663_s_at,10051
201664_at,10051
201665_x_at,6218
201666_at,7076
201667_at,2697
201668_x_at,4082
201669_s_at,4082
201670_s_at,4082
201671_x_at,9097
201672_s_at,9097
201673_s_at,2997
201674_s_at,8165
201675_at,8165
201676_x_at,5682
201677_at,56941
201678_s_at,56941
201679_at,51593
201680_x_at,51593
201681_s_at,9231
201682_at,9512
201683_x_at,9878
201684_s_at,9878
201685_s_at,9878
201686_x_at,8539
201687_s_at,8539
201688_s_at,7163
201689_s_at,7163
201690_s_at,7163
201691_s_at,7163
201692_at,10280
201693_s_at,1958
201694_s_at,1958
201695_s_at,4860
201696_at,6429
201697_s_at,1786
201698_s_at,8683 /// 283459
201699_at,5706
201700_at,896
201701_s_at,10424
201702_s_at,5514
201703_s_at,5514
201704_at,955
201705_at,5713
201706_s_at,5824
201707_at,5824
201708_s_at,8508
201709_s_at,8508
201710_at,4605
201711_x_at,5903
201712_s_at,5903
201713_s_at,5903
201714_at,7283
201715_s_at,22985
201716_at,6642
201717_at,740
201718_s_at,2037
201719_s_at,2037
201720_s_at,7805
201721_s_at,7805
201722_s_at,2589
201723_s_at,2589
201724_s_at,2589
201725_at,8872
201726_at,1994
201727_s_at,1994
201728_s_at,9703
201729_s_at,9703
201730_s_at,7175
201731_s_at,7175
201732_s_at,1182
201733_at,1182
201734_at,1182
201735_s_at,1182
201736_s_at,10299
201737_s_at,10299
201738_at,10289
201739_at,6446
201740_at,4722
201741_x_at,6426
201742_x_at,6426
201743_at,929
201744_s_at,4060
201745_at,5756
201746_at,7157
201747_s_at,6294
201748_s_at,6294
201749_at,1889
201750_s_at,1889
201751_at,9929
201752_s_at,120
201753_s_at,120
201754_at,1345
201755_at,4174
201756_at,6118
201757_at,4725 /// 6134
201758_at,7251
201759_at,6904
201760_s_at,55884
201761_at,10797
201762_s_at,5721 /// 102465801
201763_s_at,1616
201764_at,79022
201765_s_at,3073
201766_at,60528
201767_s_at,60528
201768_s_at,9685
201769_at,9685
201770_at,6626
201771_at,10067
201772_at,51582
201773_at,23394
201774_s_at,9918
201775_s_at,9813
201776_s_at,9813
201777_s_at,9813
201778_s_at,9813
201779_s_at,11342
201780_s_at,11342
201781_s_at,9049
201782_s_at,9049
201783_s_at,5970
201784_s_at,10944
201785_at,6035
201786_s_at,103
201787_at,2192
201788_at,11325
201789_at,64430
201790_s_at,1717
201791_s_at,1717
201792_at,165
201793_x_at,9887
201794_s_at,9887
201795_at,3930
201796_s_at,7407
201797_s_at,7407
201798_s_at,26509
201799_s_at,5007
201800_s_at,5007
201801_s_at,2030
201802_at,2030
201803_at,5431
201804_x_at,1155
201805_at,5571
201806_s_at,11273
201807_at,9559
201808_s_at,2022
201809_s_at,2022
201810_s_at,9467
201811_x_at,9467
201812_s_at,54543 /// 201725
201813_s_at,9779
201814_at,9779
201815_s_at,9779
201816_s_at,2631
201817_at,9690
201818_at,79888
201819_at,949
201820_at,3852
201821_s_at,10440
201822_at,10440
201823_s_at,9604
201824_at,9604
201825_s_at,51097
201826_s_at,51097
201827_at,6603
201828_x_at,8933
201829_at,10276
201830_s_at,10276
201831_s_at,8615
201832_s_at,8615
201833_at,3066
201834_at,5564
201835_s_at,5564
201836_s_at,9913
201837_s_at,9913
201838_s_at,9913
201839_s_at,4072
201840_at,4738
201841_s_at,3315
201842_s_at,2202
201843_s_at,2202
201844_s_at,23429
201845_s_at,23429
201846_s_at,23429
201847_at,3988
201848_s_at,664
201849_at,664
201850_at,822
201851_at,6455
201852_x_at,1281
201853_s_at,994
201854_s_at,23300
201855_s_at,23300
201856_s_at,51663
201857_at,51663
201858_s_at,5552
201859_at,5552
201860_s_at,5327
201861_s_at,9208
201862_s_at,9208
201863_at,26017
201864_at,2664
201865_x_at,2908
201866_s_at,2908
201867_s_at,6907
201868_s_at,6907
201869_s_at,6907
201870_at,10953
201871_s_at,51035
201872_s_at,6059
201873_s_at,6059
201874_at,9019
201875_s_at,9019
201876_at,5445
201877_s_at,5527
201878_at,25820
201879_at,25820
201880_at,25820
