ENTREZ_GENE_ID,prote_exp,prote_top,bulk_exp,bulk_top,Express
100128750,,,0.0,0.0,0
100128770,,,0.0,0.0,0
100128782,,,0.0,0.0,0
100128788,,,0.0,0.0,0
100128811,,,0.0,0.0,0
100128881,,,0.0,0.0,0
100128882,,,0.0,0.0,0
100128893,,,0.0,0.0,0
100128905,,,0.0,0.0,0
100128908,,,0.0,0.0,0
100128927,,,0.0,0.0,0
100128946,,,0.0,0.0,0
100128966,,,0.0,0.0,0
100129029,,,0.0,0.0,0
100129060,,,0.0,0.0,0
100129066,,,0.0,0.0,0
100129075,,,0.0,0.0,0
100129128,,,0.0,0.0,0
100129129,,,0.0,0.0,0
100129138,,,0.0,0.0,0
100129175,,,0.0,0.0,0
100129195,,,0.0,0.0,0
100129196,,,0.0,0.0,0
100129213,,,0.0,0.0,0
100129215,,,0.0,0.0,0
100129216,,,0.0,0.0,0
100129223,,,0.0,0.0,0
100129239,,,0.0,0.0,0
100129250,,,0.0,0.0,0
100129271,1.0,0.0,0.0,0.0,0
100129278,,,0.0,0.0,0
100129307,,,0.0,0.0,0
100129345,,,0.0,0.0,0
100129347,,,0.0,0.0,0
100129361,,,0.0,0.0,0
100129407,,,0.0,0.0,0
100129427,,,0.0,0.0,0
100129434,,,0.0,0.0,0
100129461,,,0.0,0.0,0
100129480,,,0.0,0.0,0
100129482,,,0.0,0.0,0
100129503,,,0.0,0.0,0
100129515,,,0.0,0.0,0
100129518,,,0.0,0.0,0
100129520,,,0.0,0.0,0
100129534,,,0.0,0.0,0
100129540,,,0.0,0.0,0
100129543,,,1.0,1.0,1
100129550,,,0.0,0.0,0
100129583,,,0.0,0.0,0
100129597,,,0.0,0.0,0
100129620,,,0.0,0.0,0
100129654,,,0.0,0.0,0
100129662,,,0.0,0.0,0
100129669,,,0.0,0.0,0
100129716,,,0.0,0.0,0
100129722,,,0.0,0.0,0
100129724,,,0.0,0.0,0
100129726,,,0.0,0.0,0
100129781,,,0.0,0.0,0
100129792,,,0.0,0.0,0
100129794,,,0.0,0.0,0
100129827,,,0.0,0.0,0
100129842,,,1.0,1.0,1
100129845,,,0.0,0.0,0
100129858,,,0.0,0.0,0
100129878,,,0.0,0.0,0
100129917,,,0.0,0.0,0
100129924,,,0.0,0.0,0
100129931,,,0.0,0.0,0
100129935,,,0.0,0.0,0
100129940,,,0.0,0.0,0
100129969,,,0.0,0.0,0
100129995,,,0.0,0.0,0
10013,1.0,0.0,1.0,0.0,1
100130015,,,0.0,0.0,0
100130017,,,0.0,0.0,0
100130086,,,0.0,0.0,0
100130111,,,0.0,0.0,0
100130148,,,0.0,0.0,0
100130155,,,0.0,0.0,0
100130197,,,0.0,0.0,0
100130207,,,0.0,0.0,0
100130231,,,0.0,0.0,0
100130249,,,0.0,0.0,0
100130264,,,0.0,0.0,0
100130268,,,0.0,0.0,0
100130274,,,0.0,0.0,0
100130301,,,0.0,0.0,0
100130302,,,0.0,0.0,0
100130311,,,0.0,0.0,0
100130331,,,0.0,0.0,0
100130348,,,0.0,0.0,0
100130357,,,0.0,0.0,0
100130361,,,0.0,0.0,0
100130386,,,0.0,0.0,0
100130417,,,0.0,0.0,0
100130449,,,0.0,0.0,0
100130476,,,0.0,0.0,0
100130480,,,0.0,0.0,0
100130519,,,0.0,0.0,0
100130520,,,0.0,0.0,0
100130522,,,0.0,0.0,0
100130539,,,0.0,0.0,0
100130548,,,0.0,0.0,0
100130587,,,0.0,0.0,0
100130613,,,0.0,0.0,0
100130691,,,0.0,0.0,0
100130705,,,0.0,0.0,0
100130717,,,0.0,0.0,0
100130733,,,0.0,0.0,0
100130742,,,0.0,0.0,0
100130771,,,0.0,0.0,0
100130776,,,0.0,0.0,0
100130827,,,0.0,0.0,0
100130849,,,0.0,0.0,0
100130880,,,0.0,0.0,0
100130887,,,0.0,0.0,0
100130890,,,0.0,0.0,0
100130894,,,0.0,0.0,0
100130933,,,0.0,0.0,0
100130935,,,0.0,0.0,0
100130950,,,0.0,0.0,0
100130954,,,0.0,0.0,0
100130958,,,0.0,0.0,0
100130967,,,0.0,0.0,0
100130988,,,0.0,0.0,0
100131017,1.0,0.0,0.0,0.0,0
100131067,,,0.0,0.0,0
100131089,,,0.0,0.0,0
100131094,,,0.0,0.0,0
100131107,,,0.0,0.0,0
100131117,,,0.0,0.0,0
100131137,,,0.0,0.0,0
100131138,,,0.0,0.0,0
100131176,,,0.0,0.0,0
100131187,1.0,1.0,0.0,0.0,1
100131193,,,0.0,0.0,0
100131211,,,0.0,0.0,0
100131213,,,0.0,0.0,0
100131244,,,0.0,0.0,0
100131303,,,0.0,0.0,0
100131315,,,0.0,0.0,0
100131320,,,0.0,0.0,0
100131347,,,0.0,0.0,0
100131366,,,0.0,0.0,0
100131378,,,0.0,0.0,0
100131390,,,0.0,0.0,0
100131434,,,0.0,0.0,0
100131439,,,0.0,0.0,0
100131496,,,0.0,0.0,0
100131539,,,0.0,0.0,0
100131604,,,0.0,0.0,0
100131608,,,0.0,0.0,0
100131635,,,0.0,0.0,0
100131655,,,0.0,0.0,0
100131691,,,0.0,0.0,0
100131726,,,0.0,0.0,0
100131755,,,0.0,0.0,0
100131801,,,0.0,0.0,0
100131814,,,0.0,0.0,0
100131816,,,0.0,0.0,0
100131827,,,0.0,0.0,0
100131897,,,0.0,0.0,0
100131902,,,0.0,0.0,0
100131980,,,0.0,0.0,0
100131997,,,0.0,0.0,0
100132015,,,0.0,0.0,0
100132074,,,0.0,0.0,0
100132078,,,0.0,0.0,0
100132101,,,1.0,0.0,0
100132103,,,1.0,0.0,0
100132146,,,0.0,0.0,0
100132147,,,1.0,0.0,0
100132169,,,0.0,0.0,0
100132174,,,0.0,0.0,0
100132202,,,0.0,0.0,0
100132215,,,0.0,0.0,0
100132234,,,0.0,0.0,0
100132247,,,0.0,0.0,0
100132249,,,0.0,0.0,0
100132285,0.0,0.0,,,0
100132288,,,0.0,0.0,0
100132304,,,0.0,0.0,0
100132341,,,0.0,0.0,0
100132386,,,0.0,0.0,0
100132396,,,0.0,0.0,0
100132399,,,0.0,0.0,0
100132406,,,1.0,1.0,1
100132463,,,0.0,0.0,0
100132464,,,0.0,0.0,0
100132476,,,0.0,0.0,0
100132526,,,0.0,0.0,0
100132529,,,0.0,0.0,0
100132565,,,1.0,1.0,1
100132594,,,0.0,0.0,0
100132596,,,0.0,0.0,0
100132612,,,0.0,0.0,0
100132677,,,0.0,0.0,0
100132686,,,0.0,0.0,0
100132708,,,0.0,0.0,0
100132874,,,0.0,0.0,0
100132891,,,0.0,0.0,0
100132916,,,0.0,0.0,0
100132932,,,0.0,0.0,0
100132963,,,0.0,0.0,0
100132967,,,0.0,0.0,0
100132979,,,1.0,1.0,1
100132987,,,0.0,0.0,0
100132994,,,0.0,0.0,0
100133036,,,0.0,0.0,0
100133053,,,0.0,0.0,0
100133077,,,0.0,0.0,0
100133091,,,1.0,0.0,0
100133093,,,0.0,0.0,0
100133123,,,0.0,0.0,0
100133205,,,0.0,0.0,0
100133220,,,0.0,0.0,0
100133234,,,0.0,0.0,0
100133251,,,0.0,0.0,0
100133267,,,0.0,0.0,0
100133286,,,0.0,0.0,0
100133311,,,0.0,0.0,0
100133315,,,0.0,0.0,0
100133319,,,0.0,0.0,0
100133461,,,0.0,0.0,0
100133545,,,0.0,0.0,0
100133612,,,0.0,0.0,0
100133920,,,0.0,0.0,0
100133941,,,0.0,0.0,0
100133957,,,0.0,0.0,0
100133985,,,0.0,0.0,0
100134015,,,0.0,0.0,0
100134229,,,0.0,0.0,0
100134259,,,0.0,0.0,0
100134368,,,0.0,0.0,0
100134391,,,0.0,0.0,0
100134444,,,0.0,0.0,0
100134713,,,0.0,0.0,0
100134869,,,0.0,0.0,0
100134934,0.0,0.0,0.0,0.0,0
100134938,,,0.0,0.0,0
100137047,1.0,0.0,0.0,0.0,0
100137049,,,0.0,0.0,0
10014,1.0,0.0,1.0,0.0,1
100141515,,,0.0,0.0,0
100142659,,,0.0,0.0,0
100144595,,,0.0,0.0,0
100144597,,,0.0,0.0,0
100144602,,,0.0,0.0,0
100144603,,,0.0,0.0,0
100144748,,,0.0,0.0,0
100147744,,,0.0,0.0,0
10015,1.0,1.0,1.0,0.0,1
100151643,,,0.0,0.0,0
100151683,,,0.0,0.0,0
100151684,,,0.0,0.0,0
100158262,,,0.0,0.0,0
10016,,,0.0,0.0,0
100169751,,,0.0,0.0,0
100169752,,,0.0,0.0,0
100169753,,,0.0,0.0,0
100169754,,,0.0,0.0,0
100169755,,,0.0,0.0,0
100169756,,,0.0,0.0,0
100169757,,,0.0,0.0,0
100169758,,,0.0,0.0,0
100169759,,,0.0,0.0,0
100169760,,,0.0,0.0,0
100169761,,,0.0,0.0,0
100169762,,,0.0,0.0,0
100169763,,,0.0,0.0,0
100169764,,,0.0,0.0,0
100169765,,,0.0,0.0,0
100169766,,,0.0,0.0,0
100169767,,,0.0,0.0,0
100169768,,,0.0,0.0,0
100169851,,,0.0,0.0,0
100169989,,,0.0,0.0,0
10017,,,0.0,0.0,0
100170229,,,0.0,0.0,0
100170765,,,0.0,0.0,0
100170841,,,0.0,0.0,0
10018,1.0,0.0,0.0,0.0,0
100187716,,,0.0,0.0,0
100188847,,,0.0,0.0,0
100188893,1.0,1.0,0.0,0.0,1
100188949,,,0.0,0.0,0
100188953,,,0.0,0.0,0
100189589,,,0.0,0.0,0
10019,,,0.0,0.0,0
100190938,,,0.0,0.0,0
100190949,,,0.0,0.0,0
100191040,,,0.0,0.0,0
100192379,,,0.0,0.0,0
100192386,,,0.0,0.0,0
100192420,,,0.0,0.0,0
100192426,,,0.0,0.0,0
1002,,,0.0,0.0,0
10020,1.0,0.0,0.0,0.0,0
10021,,,0.0,0.0,0
100216001,,,0.0,0.0,0
10022,,,0.0,0.0,0
10023,,,0.0,0.0,0
100233156,,,0.0,0.0,0
100233209,,,0.0,0.0,0
10024,,,0.0,0.0,0
100240735,,,0.0,0.0,0
10025,1.0,0.0,0.0,0.0,0
10026,1.0,0.0,0.0,0.0,0
100268168,,,0.0,0.0,0
100270679,,,0.0,0.0,0
100270680,,,0.0,0.0,0
100271702,,,0.0,0.0,0
100271715,,,0.0,0.0,0
100271846,,,0.0,0.0,0
100271849,,,0.0,0.0,0
100271873,,,0.0,0.0,0
100271927,,,0.0,0.0,0
100272147,1.0,0.0,0.0,0.0,0
100286844,,,0.0,0.0,0
100286922,,,0.0,0.0,0
100286979,,,0.0,0.0,0
100287015,,,0.0,0.0,0
100287029,,,0.0,0.0,0
100287042,,,0.0,0.0,0
100287045,,,0.0,0.0,0
100287049,,,0.0,0.0,0
100287082,,,0.0,0.0,0
100287083,,,0.0,0.0,0
100287102,,,0.0,0.0,0
100287114,,,0.0,0.0,0
100287144,,,0.0,0.0,0
100287171,,,0.0,0.0,0
100287177,,,0.0,0.0,0
100287178,,,0.0,0.0,0
100287205,,,0.0,0.0,0
100287225,,,0.0,0.0,0
100287226,,,1.0,1.0,1
100287238,,,0.0,0.0,0
100287284,,,0.0,0.0,0
100287327,,,0.0,0.0,0
100287362,,,0.0,0.0,0
100287364,,,0.0,0.0,0
100287366,,,0.0,0.0,0
100287399,,,0.0,0.0,0
100287404,,,0.0,0.0,0
100287441,,,0.0,0.0,0
100287478,,,0.0,0.0,0
100287482,,,0.0,0.0,0
100287513,,,0.0,0.0,0
100287520,,,0.0,0.0,0
100287559,,,0.0,0.0,0
100287569,,,0.0,0.0,0
100287592,,,0.0,0.0,0
100287596,,,0.0,0.0,0
100287616,,,0.0,0.0,0
100287639,,,0.0,0.0,0
100287718,,,0.0,0.0,0
100287722,,,0.0,0.0,0
100287792,,,0.0,0.0,0
100287814,,,0.0,0.0,0
100287879,,,0.0,0.0,0
100287898,,,0.0,0.0,0
100287902,,,0.0,0.0,0
100287932,,,0.0,0.0,0
100287944,,,0.0,0.0,0
100287948,,,0.0,0.0,0
100288072,,,0.0,0.0,0
100288077,,,0.0,0.0,0
100288079,,,0.0,0.0,0
100288122,,,0.0,0.0,0
100288142,,,1.0,0.0,0
100288175,,,0.0,0.0,0
100288181,,,0.0,0.0,0
100288198,,,0.0,0.0,0
100288208,,,0.0,0.0,0
100288287,,,0.0,0.0,0
100288323,,,0.0,0.0,0
100288332,,,1.0,1.0,1
100288380,,,0.0,0.0,0
100288413,,,0.0,0.0,0
100288485,,,0.0,0.0,0
100288486,,,0.0,0.0,0
100288520,,,0.0,0.0,0
100288527,,,0.0,0.0,0
100288637,,,0.0,0.0,0
100288687,,,0.0,0.0,0
100288695,,,0.0,0.0,0
100288728,,,0.0,0.0,0
100288748,,,0.0,0.0,0
100288778,,,0.0,0.0,0
100288797,,,0.0,0.0,0
100288801,,,0.0,0.0,0
100288814,,,0.0,0.0,0
100288831,,,0.0,0.0,0
100288842,,,0.0,0.0,0
100288846,,,0.0,0.0,0
100288866,,,0.0,0.0,0
100288966,,,0.0,0.0,0
100289087,,,0.0,0.0,0
100289092,,,0.0,0.0,0
100289097,,,1.0,1.0,1
100289098,,,0.0,0.0,0
100289137,,,0.0,0.0,0
100289150,,,0.0,0.0,0
100289178,,,0.0,0.0,0
100289187,,,0.0,0.0,0
100289188,,,0.0,0.0,0
100289211,,,0.0,0.0,0
100289255,,,0.0,0.0,0
100289274,,,0.0,0.0,0
100289279,,,0.0,0.0,0
100289341,,,0.0,0.0,0
100289373,,,0.0,0.0,0
100289388,,,0.0,0.0,0
100289462,,,0.0,0.0,0
100289473,,,0.0,0.0,0
100289495,,,0.0,0.0,0
100289635,,,1.0,1.0,1
100289650,,,0.0,0.0,0
100289656,,,0.0,0.0,0
100289678,,,1.0,0.0,0
100291105,,,0.0,0.0,0
100292680,,,0.0,0.0,0
100293516,,,1.0,1.0,1
100294362,,,0.0,0.0,0
100294720,,,0.0,0.0,0
1003,0.0,0.0,0.0,0.0,0
100302111,,,0.0,0.0,0
100302112,,,0.0,0.0,0
100302113,,,0.0,0.0,0
100302114,,,0.0,0.0,0
100302115,,,0.0,0.0,0
100302116,,,0.0,0.0,0
100302118,,,0.0,0.0,0
100302119,,,0.0,0.0,0
100302121,,,0.0,0.0,0
100302122,,,0.0,0.0,0
100302123,,,0.0,0.0,0
100302124,,,0.0,0.0,0
100302125,,,0.0,0.0,0
100302126,,,0.0,0.0,0
100302127,,,0.0,0.0,0
100302128,,,0.0,0.0,0
100302129,,,0.0,0.0,0
100302130,,,0.0,0.0,0
100302131,,,0.0,0.0,0
100302132,,,0.0,0.0,0
100302133,,,0.0,0.0,0
100302134,,,0.0,0.0,0
100302136,,,0.0,0.0,0
100302137,,,0.0,0.0,0
100302138,,,0.0,0.0,0
100302139,,,0.0,0.0,0
100302140,,,0.0,0.0,0
100302141,,,0.0,0.0,0
100302142,,,0.0,0.0,0
100302143,,,0.0,0.0,0
100302144,,,0.0,0.0,0
100302145,,,0.0,0.0,0
100302146,,,0.0,0.0,0
100302147,,,0.0,0.0,0
100302148,,,0.0,0.0,0
100302149,,,0.0,0.0,0
100302150,,,0.0,0.0,0
100302152,,,0.0,0.0,0
100302153,,,0.0,0.0,0
100302155,,,0.0,0.0,0
100302156,,,0.0,0.0,0
100302157,,,0.0,0.0,0
100302158,,,0.0,0.0,0
100302159,,,0.0,0.0,0
100302160,,,0.0,0.0,0
100302161,,,0.0,0.0,0
100302163,,,0.0,0.0,0
100302164,,,0.0,0.0,0
100302166,,,0.0,0.0,0
100302167,,,0.0,0.0,0
100302168,,,0.0,0.0,0
100302170,,,0.0,0.0,0
100302171,,,0.0,0.0,0
100302172,,,0.0,0.0,0
100302174,,,0.0,0.0,0
100302175,,,0.0,0.0,0
100302177,,,0.0,0.0,0
100302178,,,0.0,0.0,0
100302179,,,0.0,0.0,0
100302181,,,0.0,0.0,0
100302182,,,0.0,0.0,0
100302183,,,0.0,0.0,0
100302184,,,0.0,0.0,0
100302185,,,0.0,0.0,0
100302186,,,0.0,0.0,0
100302187,,,0.0,0.0,0
100302188,,,0.0,0.0,0
100302190,,,0.0,0.0,0
100302191,,,0.0,0.0,0
100302192,,,0.0,0.0,0
100302193,,,0.0,0.0,0
100302196,,,0.0,0.0,0
100302197,,,0.0,0.0,0
100302201,,,0.0,0.0,0
100302202,,,0.0,0.0,0
100302203,,,0.0,0.0,0
100302204,,,0.0,0.0,0
100302205,,,0.0,0.0,0
100302208,,,0.0,0.0,0
100302209,,,0.0,0.0,0
100302210,,,0.0,0.0,0
100302211,,,0.0,0.0,0
100302212,,,0.0,0.0,0
100302213,,,0.0,0.0,0
100302214,,,0.0,0.0,0
100302217,,,0.0,0.0,0
100302218,,,0.0,0.0,0
100302219,,,0.0,0.0,0
100302220,,,0.0,0.0,0
100302221,,,0.0,0.0,0
100302222,,,0.0,0.0,0
100302223,,,0.0,0.0,0
100302224,,,0.0,0.0,0
100302225,,,0.0,0.0,0
100302226,,,0.0,0.0,0
100302227,,,0.0,0.0,0
100302228,,,0.0,0.0,0
100302229,,,0.0,0.0,0
100302232,,,0.0,0.0,0
100302233,,,0.0,0.0,0
100302234,,,0.0,0.0,0
100302235,,,0.0,0.0,0
100302236,,,0.0,0.0,0
100302237,,,0.0,0.0,0
100302238,,,0.0,0.0,0
100302239,,,0.0,0.0,0
100302240,,,0.0,0.0,0
100302242,,,0.0,0.0,0
100302243,,,0.0,0.0,0
100302246,,,0.0,0.0,0
100302250,,,0.0,0.0,0
100302251,,,0.0,0.0,0
100302254,,,0.0,0.0,0
100302255,,,0.0,0.0,0
100302256,,,0.0,0.0,0
100302257,,,0.0,0.0,0
100302258,,,0.0,0.0,0
100302259,,,0.0,0.0,0
100302260,,,0.0,0.0,0
100302261,,,0.0,0.0,0
100302263,,,0.0,0.0,0
100302265,,,0.0,0.0,0
100302267,,,0.0,0.0,0
100302268,,,0.0,0.0,0
100302270,,,0.0,0.0,0
100302274,,,0.0,0.0,0
100302275,,,0.0,0.0,0
100302276,,,0.0,0.0,0
100302277,,,0.0,0.0,0
100302278,,,0.0,0.0,0
100302279,,,0.0,0.0,0
100302280,,,0.0,0.0,0
100302281,,,0.0,0.0,0
100302282,,,0.0,0.0,0
100302283,,,0.0,0.0,0
100302284,,,0.0,0.0,0
100302285,,,0.0,0.0,0
100302286,,,0.0,0.0,0
100302287,,,0.0,0.0,0
100302288,,,0.0,0.0,0
100302289,,,0.0,0.0,0
100302290,,,0.0,0.0,0
100302401,,,0.0,0.0,0
100302522,,,0.0,0.0,0
100302652,,,0.0,0.0,0
100302691,,,0.0,0.0,0
100302692,,,1.0,0.0,0
100302736,,,0.0,0.0,0
100302743,,,0.0,0.0,0
100303491,,,0.0,0.0,0
100303728,,,0.0,0.0,0
100303755,1.0,0.0,0.0,0.0,0
100306951,,,0.0,0.0,0
100310812,,,0.0,0.0,0
100310846,,,0.0,0.0,0
100313770,,,0.0,0.0,0
100313771,,,0.0,0.0,0
100313772,,,0.0,0.0,0
100313773,,,0.0,0.0,0
100313774,,,0.0,0.0,0
100313777,,,0.0,0.0,0
100313778,,,0.0,0.0,0
100313779,,,0.0,0.0,0
100313780,,,0.0,0.0,0
100313781,,,0.0,0.0,0
100313806,,,0.0,0.0,0
100313822,,,0.0,0.0,0
100313824,,,0.0,0.0,0
100313829,,,0.0,0.0,0
100313830,,,0.0,0.0,0
100313835,,,0.0,0.0,0
100313837,,,0.0,0.0,0
100313838,,,0.0,0.0,0
100313839,,,0.0,0.0,0
100313840,,,0.0,0.0,0
100313841,,,0.0,0.0,0
100313842,,,0.0,0.0,0
100313843,,,0.0,0.0,0
100313884,,,0.0,0.0,0
100313886,,,0.0,0.0,0
100313887,,,0.0,0.0,0
100313892,,,0.0,0.0,0
100313895,,,0.0,0.0,0
100313914,,,0.0,0.0,0
100313921,,,0.0,0.0,0
100313923,,,0.0,0.0,0
100313938,,,0.0,0.0,0
100316904,,,0.0,0.0,0
100329135,,,0.0,0.0,0
100337591,,,0.0,0.0,0
100359394,,,0.0,0.0,0
10036,1.0,0.0,0.0,0.0,0
100379132,,,0.0,0.0,0
100379141,,,0.0,0.0,0
100379174,,,0.0,0.0,0
100379220,,,0.0,0.0,0
100379250,,,0.0,0.0,0
100379661,,,0.0,0.0,0
10038,1.0,0.0,0.0,0.0,0
100381270,,,0.0,0.0,0
10039,,,0.0,0.0,0
1004,1.0,0.0,0.0,0.0,0
10040,,,0.0,0.0,0
100419008,,,0.0,0.0,0
100419170,,,0.0,0.0,0
100419743,,,0.0,0.0,0
10042,1.0,0.0,0.0,0.0,0
100420587,,,0.0,0.0,0
100421372,,,0.0,0.0,0
100421577,,,1.0,1.0,1
100422737,,,0.0,0.0,0
100422821,,,0.0,0.0,0
100422823,,,0.0,0.0,0
100422824,,,0.0,0.0,0
100422825,,,0.0,0.0,0
100422826,,,0.0,0.0,0
100422827,,,0.0,0.0,0
100422828,,,0.0,0.0,0
100422829,,,0.0,0.0,0
100422830,,,0.0,0.0,0
100422831,,,0.0,0.0,0
100422832,,,0.0,0.0,0
100422833,,,0.0,0.0,0
100422834,,,0.0,0.0,0
100422835,,,0.0,0.0,0
100422836,,,0.0,0.0,0
100422837,,,0.0,0.0,0
