ensembl_gene_id,naiveB_S3R1,naiveB_S3R2,naiveB_S3R3
ENSG00000145781,346,170,46
ENSG00000122203,593,873,226
ENSG00000283653,0,0,0
ENSG00000253979,0,0,0
ENSG00000254066,0,0,0
ENSG00000145779,1661,2103,1125
ENSG00000011083,0,0,0
ENSG00000249518,0,0,1
ENSG00000223539,0,0,0
ENSG00000270612,0,0,0
ENSG00000249977,1,7,4
ENSG00000225364,3,4,0
ENSG00000249353,126,88,26
ENSG00000250329,11,2,1
ENSG00000251553,0,0,1
ENSG00000249031,0,2,0
ENSG00000254192,0,0,0
ENSG00000228716,44,24,19
ENSG00000249772,0,0,0
ENSG00000113194,709,927,243
ENSG00000250909,4,31,3
ENSG00000156463,0,5,0
ENSG00000253422,0,0,0
ENSG00000279739,0,0,0
ENSG00000250438,0,0,0
ENSG00000248234,0,0,0
ENSG00000253955,4,4,2
ENSG00000174705,1,0,3
ENSG00000164621,9,33,0
ENSG00000249449,0,0,0
ENSG00000183775,0,0,1
ENSG00000145824,43,24,20
ENSG00000253331,0,0,0
ENSG00000145920,0,1,0
ENSG00000244088,0,0,0
ENSG00000227836,17,8,1
ENSG00000253946,0,0,0
ENSG00000275740,0,0,0
ENSG00000287726,0,1,2
ENSG00000249856,0,0,0
ENSG00000253693,0,0,0
ENSG00000251414,16,42,3
ENSG00000113196,0,0,0
ENSG00000273217,0,0,0
ENSG00000283413,19,0,4
ENSG00000234284,44,132,28
ENSG00000250802,27,13,9
ENSG00000286128,0,0,0
ENSG00000250972,0,0,0
ENSG00000188573,0,0,0
ENSG00000280068,0,0,0
ENSG00000248156,0,0,0
ENSG00000253538,0,0,0
ENSG00000253858,0,0,0
ENSG00000248112,0,0,0
ENSG00000285549,0,0,0
ENSG00000286953,15,9,10
ENSG00000250256,0,0,0
ENSG00000253792,0,0,0
ENSG00000164611,128,33,24
ENSG00000164399,0,0,0
ENSG00000249156,0,2,0
ENSG00000182230,0,0,0
ENSG00000250820,0,0,0
ENSG00000286509,0,0,0
ENSG00000248105,0,0,0
ENSG00000120705,907,1072,309
ENSG00000251487,0,0,0
ENSG00000175414,218,428,89
ENSG00000250635,3,3,0
ENSG00000155868,113,192,36
ENSG00000254293,0,0,0
ENSG00000177932,132,245,139
ENSG00000145916,341,586,155
ENSG00000253163,0,0,0
ENSG00000254252,4,1,2
ENSG00000286134,0,0,0
ENSG00000253673,0,1,0
ENSG00000250721,0,0,0
ENSG00000270839,0,11,0
ENSG00000145819,227,276,70
ENSG00000248929,0,0,0
ENSG00000251670,0,0,0
ENSG00000251330,6,10,6
ENSG00000164265,0,1,0
ENSG00000213661,1,3,0
ENSG00000250313,0,1,0
ENSG00000251257,0,0,0
ENSG00000253978,0,0,0
ENSG00000287814,0,0,0
ENSG00000254239,0,0,0
ENSG00000253256,0,0,0
ENSG00000173261,0,7,3
ENSG00000081791,696,1237,355
ENSG00000022355,0,2,1
ENSG00000253647,0,0,0
ENSG00000253109,0,0,0
ENSG00000253617,0,0,0
ENSG00000253522,9,1,1
ENSG00000196390,0,0,0
ENSG00000113763,0,0,0
ENSG00000254186,1,2,0
ENSG00000118985,576,578,281
ENSG00000146066,444,333,107
ENSG00000250114,0,0,0
ENSG00000254171,0,0,0
ENSG00000285476,0,0,0
ENSG00000133710,0,0,0
ENSG00000249526,6,2,0
ENSG00000245275,349,208,141
ENSG00000131459,0,1,0
ENSG00000253591,0,8,0
ENSG00000249857,0,0,0
ENSG00000253897,0,0,0
ENSG00000232916,0,3,1
ENSG00000226040,0,0,0
ENSG00000254047,0,0,0
ENSG00000286713,0,0,0
ENSG00000251144,0,0,0
ENSG00000249655,1,5,1
ENSG00000249600,0,0,0
ENSG00000037280,0,0,1
ENSG00000113578,0,3,0
ENSG00000213730,0,0,0
ENSG00000164284,48,177,75
ENSG00000288569,1,1,1
ENSG00000164616,1,0,0
ENSG00000120149,0,2,0
ENSG00000253927,0,0,0
ENSG00000229119,2,8,1
ENSG00000230551,565,805,337
ENSG00000204754,0,0,0
ENSG00000236714,0,0,1
ENSG00000251623,0,0,0
ENSG00000254200,1,0,0
ENSG00000250801,1,1,0
ENSG00000253348,0,0,0
ENSG00000145919,281,509,107
ENSG00000253449,0,1,0
ENSG00000278925,0,0,0
ENSG00000164609,860,1851,700
ENSG00000120318,0,9,2
ENSG00000253683,1,0,0
ENSG00000253311,0,5,0
ENSG00000118322,7,0,2
ENSG00000253798,0,0,0
ENSG00000251458,0,0,0
ENSG00000251352,0,0,0
ENSG00000254298,0,0,0
ENSG00000283559,0,1,0
ENSG00000204764,1,0,1
ENSG00000253144,0,0,0
ENSG00000250015,49,26,15
ENSG00000181867,0,0,0
ENSG00000274813,0,0,0
ENSG00000170091,6,0,0
ENSG00000248400,0,0,0
ENSG00000113580,3178,3623,1085
ENSG00000251122,0,0,0
ENSG00000250674,0,0,1
ENSG00000249421,0,3,0
ENSG00000248647,0,0,0
ENSG00000254042,0,2,0
ENSG00000113303,0,0,0
ENSG00000254130,0,0,0
ENSG00000280161,3,23,4
ENSG00000253424,0,0,0
ENSG00000253966,0,0,0
ENSG00000251211,0,1,0
ENSG00000113594,0,0,0
ENSG00000138829,0,2,0
ENSG00000248293,0,0,0
ENSG00000253687,0,1,0
ENSG00000251556,0,2,0
ENSG00000272494,0,0,0
ENSG00000145715,1408,1439,390
ENSG00000243664,0,0,0
ENSG00000160883,1,2,0
ENSG00000248717,0,0,0
ENSG00000253618,0,2,1
ENSG00000285891,0,0,0
ENSG00000082515,174,254,104
ENSG00000186952,19,25,4
ENSG00000055163,4223,5952,1234
ENSG00000253445,0,0,0
ENSG00000253298,5,1,0
ENSG00000251314,19,5,0
ENSG00000164904,13,39,2
ENSG00000285978,0,0,0
ENSG00000286182,0,0,0
ENSG00000253134,0,0,0
ENSG00000185056,1,0,0
ENSG00000183072,0,0,0
ENSG00000253244,1,0,0
ENSG00000170214,0,0,0
ENSG00000249403,5,2,0
ENSG00000231579,3,7,7
ENSG00000253646,1,1,0
ENSG00000170613,0,0,0
ENSG00000249287,0,0,0
ENSG00000113761,314,406,74
ENSG00000236791,0,0,0
ENSG00000250101,0,5,0
ENSG00000276778,103,8,4
ENSG00000171522,717,446,208
ENSG00000183111,1,0,1
ENSG00000253652,0,0,0
ENSG00000123213,205,116,41
ENSG00000251666,0,6,8
ENSG00000253980,0,0,0
ENSG00000248355,0,0,0
ENSG00000253261,0,0,0
ENSG00000249689,0,0,0
ENSG00000213316,3,1,0
ENSG00000253406,0,0,0
ENSG00000254299,0,0,0
ENSG00000248761,0,1,0
ENSG00000248596,0,0,0
ENSG00000254391,0,0,0
ENSG00000241112,9,14,5
ENSG00000254187,0,0,0
ENSG00000279679,18,11,1
ENSG00000271477,0,0,0
ENSG00000123643,262,158,47
ENSG00000184845,0,0,0
ENSG00000169131,65,157,82
ENSG00000231228,0,0,0
ENSG00000253653,4,7,2
ENSG00000287579,0,0,0
ENSG00000248965,0,0,0
ENSG00000253447,0,0,0
ENSG00000038274,1732,2785,777
ENSG00000254226,3,1,3
ENSG00000287323,0,0,0
ENSG00000087206,608,779,197
ENSG00000249215,0,0,0
ENSG00000171992,231,520,122
ENSG00000120725,48,38,16
ENSG00000286749,0,0,0
ENSG00000286350,0,0,0
ENSG00000253297,0,0,0
ENSG00000250346,0,2,1
ENSG00000113300,886,784,273
ENSG00000253852,0,0,0
ENSG00000251545,0,0,0
ENSG00000164332,482,592,393
ENSG00000280318,0,0,0
ENSG00000249073,0,2,3
ENSG00000249950,0,0,0
ENSG00000127743,6,2,0
ENSG00000094755,0,2,0
ENSG00000254135,0,0,0
ENSG00000013561,210,271,97
ENSG00000214357,34,0,1
ENSG00000184584,0,5,0
ENSG00000254011,0,0,0
ENSG00000279752,0,0,0
ENSG00000238035,0,2,0
ENSG00000286403,0,0,0
ENSG00000164330,3491,3827,1379
ENSG00000249186,1,0,0
ENSG00000286657,0,0,0
ENSG00000251668,0,0,0
ENSG00000270442,0,1,5
ENSG00000039319,557,636,278
ENSG00000285865,34,3,0
ENSG00000168903,0,7,0
ENSG00000248483,597,163,142
ENSG00000253686,0,3,1
ENSG00000161013,79,116,30
ENSG00000146067,358,1026,125
ENSG00000274553,0,0,0
ENSG00000278965,0,0,0
ENSG00000039600,16,31,14
ENSG00000254099,1,4,0
ENSG00000250749,1,0,2
ENSG00000271795,21,0,5
ENSG00000164466,214,306,85
ENSG00000253520,0,1,1
ENSG00000248222,0,0,0
ENSG00000249175,0,0,0
ENSG00000253968,0,0,0
ENSG00000213285,0,1,0
ENSG00000242080,0,0,0
ENSG00000249412,31,7,0
ENSG00000113328,699,1115,407
ENSG00000250378,0,0,0
ENSG00000270560,0,0,0
ENSG00000249722,0,0,0
ENSG00000253472,0,0,0
ENSG00000242683,5,3,0
ENSG00000187658,0,0,0
ENSG00000243806,6,2,0
ENSG00000249593,45,36,20
ENSG00000226650,0,0,0
ENSG00000248687,0,0,0
ENSG00000253480,0,0,0
ENSG00000113262,0,0,0
ENSG00000253428,0,0,0
ENSG00000250692,0,0,0
ENSG00000253469,0,0,0
ENSG00000198108,0,0,1
ENSG00000225940,0,1,0
ENSG00000254336,0,0,0
ENSG00000153347,36,26,4
ENSG00000249545,0,0,0
ENSG00000178776,0,0,0
ENSG00000161055,0,2,0
ENSG00000254350,0,0,0
ENSG00000249484,0,0,0
ENSG00000243648,0,1,0
ENSG00000213655,0,4,0
ENSG00000250564,0,0,0
ENSG00000248308,0,0,0
ENSG00000198944,0,0,0
ENSG00000249192,1,2,4
ENSG00000254365,0,0,0
ENSG00000253269,96,19,12
ENSG00000245317,0,63,21
ENSG00000242477,69,24,16
ENSG00000230612,1,30,3
ENSG00000168724,779,1138,589
ENSG00000249061,0,0,1
ENSG00000164402,31,24,3
ENSG00000250309,0,0,0
ENSG00000113742,1004,1589,710
ENSG00000249042,31,23,17
ENSG00000253959,0,0,0
ENSG00000070614,137,46,16
ENSG00000253869,0,0,1
ENSG00000254297,0,0,0
ENSG00000240083,1,3,1
ENSG00000113269,303,219,79
ENSG00000248362,0,0,0
ENSG00000145850,0,1,0
ENSG00000213701,0,1,0
ENSG00000161011,275,356,61
ENSG00000272431,0,0,0
ENSG00000287203,0,0,0
ENSG00000145882,141,302,59
ENSG00000272085,0,0,0
ENSG00000279698,0,0,0
ENSG00000271494,0,0,0
ENSG00000204767,1085,351,266
ENSG00000152377,0,0,0
ENSG00000248668,8,5,0
ENSG00000248202,15,31,16
ENSG00000113520,2,0,0
ENSG00000152705,54,3,1
ENSG00000283776,0,0,0
ENSG00000155511,1,9,0
ENSG00000286164,20,8,7
ENSG00000272406,8,3,2
ENSG00000213940,0,0,0
ENSG00000253236,0,0,0
ENSG00000251243,0,1,0
ENSG00000170584,493,620,376
ENSG00000254333,0,0,0
ENSG00000145934,0,0,0
ENSG00000133706,2480,4183,837
ENSG00000184840,240,236,234
ENSG00000285420,17,68,14
ENSG00000287003,0,0,0
ENSG00000248610,1,0,0
ENSG00000253725,0,0,0
ENSG00000253527,0,0,0
ENSG00000279047,0,0,0
ENSG00000197451,519,637,185
ENSG00000226810,0,0,0
ENSG00000250509,0,0,0
ENSG00000287963,1,0,0
ENSG00000186335,0,1,1
ENSG00000251548,0,1,0
ENSG00000146090,0,0,0
ENSG00000272459,0,4,1
ENSG00000215231,0,3,0
ENSG00000249876,0,0,0
ENSG00000198939,51,35,8
ENSG00000213328,0,10,0
ENSG00000251370,0,0,0
ENSG00000251320,0,0,0
ENSG00000251515,0,4,0
ENSG00000249293,0,0,0
ENSG00000251035,0,0,0
ENSG00000040275,122,191,84
ENSG00000254211,0,1,0
ENSG00000249312,0,0,0
ENSG00000225165,2,4,0
ENSG00000249129,1,0,0
ENSG00000253600,0,0,0
ENSG00000250886,0,0,0
ENSG00000250492,0,1,0
ENSG00000251018,0,0,0
ENSG00000249751,0,0,0
ENSG00000145861,0,0,0
ENSG00000196743,1353,1221,358
ENSG00000250529,0,1,0
ENSG00000086589,611,1021,264
ENSG00000164574,1043,924,333
ENSG00000253315,0,0,0
ENSG00000249843,0,0,0
ENSG00000254035,0,3,0
ENSG00000274235,0,4,0
ENSG00000251426,0,0,0
ENSG00000253713,0,0,0
ENSG00000198624,1471,1805,640
ENSG00000122012,0,0,0
ENSG00000247679,153,187,286
ENSG00000218227,0,0,0
ENSG00000249849,0,2,0
ENSG00000248765,0,2,0
ENSG00000270430,0,0,0
ENSG00000277866,18,0,0
ENSG00000072571,4,27,3
ENSG00000284356,0,0,0
ENSG00000249684,9,17,7
ENSG00000178338,247,240,85
ENSG00000154124,1011,1304,277
ENSG00000249109,0,2,1
ENSG00000027847,107,250,69
ENSG00000175309,742,1362,251
ENSG00000246596,195,208,105
ENSG00000164325,0,2,0
ENSG00000248943,0,1,0
ENSG00000278441,0,0,0
ENSG00000151883,2064,2026,638
ENSG00000170074,8,39,0
ENSG00000280207,0,3,3
ENSG00000214351,0,0,0
ENSG00000204677,2,20,5
ENSG00000242979,1,1,0
ENSG00000263670,0,0,0
ENSG00000263746,0,0,0
ENSG00000273742,0,0,1
ENSG00000201026,0,0,0
ENSG00000223007,0,0,0
ENSG00000284000,0,0,0
ENSG00000199773,0,0,0
ENSG00000237611,0,0,0
ENSG00000239112,0,0,0
ENSG00000222054,0,0,0
ENSG00000252341,0,0,0
ENSG00000212258,0,0,0
ENSG00000266415,0,0,0
ENSG00000252671,0,0,0
ENSG00000207312,0,0,0
ENSG00000216077,0,0,0
ENSG00000212305,0,0,0
ENSG00000201715,0,0,0
ENSG00000202269,0,0,0
ENSG00000253093,0,0,0
ENSG00000222312,0,0,0
ENSG00000201436,0,0,0
ENSG00000276764,0,0,0
ENSG00000241552,0,0,0
ENSG00000251990,0,0,0
ENSG00000252908,0,2,0
ENSG00000212278,0,0,0
ENSG00000206814,0,0,0
ENSG00000277073,0,0,0
ENSG00000264792,0,0,0
ENSG00000277455,0,0,0
ENSG00000252083,0,0,0
ENSG00000200600,0,0,0
ENSG00000222560,0,0,0
ENSG00000206912,0,0,0
ENSG00000201016,0,0,0
ENSG00000199911,0,0,0
ENSG00000223136,0,0,0
ENSG00000252601,0,0,0
ENSG00000199731,1,0,0
ENSG00000207052,0,0,2
ENSG00000207956,0,1,0
ENSG00000223004,0,0,0
ENSG00000200065,0,4,0
ENSG00000207261,0,0,0
ENSG00000252373,0,0,0
ENSG00000251887,0,0,0
ENSG00000266243,0,0,0
ENSG00000252867,0,0,0
ENSG00000222743,1,1,7
ENSG00000206743,3,0,1
ENSG00000201368,0,0,0
ENSG00000265304,0,0,0
ENSG00000238441,0,0,0
ENSG00000253098,0,0,0
ENSG00000212567,23,18,0
ENSG00000199552,0,0,0
ENSG00000199361,0,0,0
ENSG00000212296,2,8,3
ENSG00000207060,0,0,0
ENSG00000206606,0,0,0
ENSG00000199487,0,0,0
ENSG00000263556,0,0,0
ENSG00000222960,4,0,0
ENSG00000207627,1,1,1
ENSG00000241230,12,5,2
ENSG00000265421,0,2,0
ENSG00000212561,0,0,0
ENSG00000212265,0,0,0
ENSG00000251873,0,0,0
ENSG00000210678,0,0,0
ENSG00000207229,0,0,0
ENSG00000198983,0,0,0
ENSG00000207728,0,0,0
ENSG00000251856,0,0,0
ENSG00000199322,0,0,0
ENSG00000251983,0,0,0
ENSG00000207293,0,0,1
ENSG00000238326,0,1,0
ENSG00000253032,0,0,0
ENSG00000223003,0,0,0
ENSG00000265135,0,5,3
ENSG00000207439,0,0,0
ENSG00000212249,0,0,0
ENSG00000276309,0,0,0
ENSG00000252108,0,0,0
ENSG00000242547,0,0,0
ENSG00000201869,0,0,0
ENSG00000207352,26,4,6
ENSG00000212215,0,0,0
ENSG00000264099,0,0,0
ENSG00000244748,0,8,0
ENSG00000220986,0,0,0
ENSG00000238913,0,0,0
ENSG00000252904,3,5,0
ENSG00000252833,0,0,0
ENSG00000280894,0,0,0
ENSG00000244326,0,0,0
ENSG00000251828,0,0,0
ENSG00000202601,1,0,3
ENSG00000207333,0,0,0
ENSG00000202017,0,0,1
ENSG00000207391,0,0,0
ENSG00000273701,0,0,0
ENSG00000275634,0,0,0
ENSG00000276233,0,0,0
ENSG00000202157,0,0,0
ENSG00000252684,0,0,0
ENSG00000265684,0,0,0
ENSG00000253073,0,0,0
ENSG00000206744,0,0,0
ENSG00000238835,0,1,0
ENSG00000264342,0,0,0
ENSG00000251951,0,0,0
ENSG00000265919,0,1,0
ENSG00000241243,8,6,2
ENSG00000207452,22,1,1
ENSG00000200462,0,0,0
ENSG00000252861,0,0,0
ENSG00000207013,0,0,0
ENSG00000201955,0,0,0
ENSG00000283359,0,0,0
ENSG00000206592,1,0,0
ENSG00000284336,0,0,0
ENSG00000206698,40,9,5
ENSG00000206774,0,0,0
ENSG00000284078,0,0,0
ENSG00000277818,0,0,0
ENSG00000207129,0,0,0
ENSG00000206958,0,0,1
ENSG00000200884,0,0,6
ENSG00000238961,0,0,0
ENSG00000276426,0,0,0
ENSG00000277506,0,0,0
ENSG00000221263,0,1,0
ENSG00000284447,0,0,0
ENSG00000207077,0,0,0
ENSG00000277001,0,0,0
ENSG00000207269,0,0,0
ENSG00000199378,0,0,0
ENSG00000222987,1,0,0
ENSG00000199643,0,0,0
ENSG00000207404,0,0,1
ENSG00000207578,0,0,0
ENSG00000206997,0,0,0
ENSG00000206593,2,0,1
ENSG00000202512,2,9,0
ENSG00000212259,0,0,2
ENSG00000253057,0,0,0
ENSG00000212370,5,1,0
ENSG00000199786,0,0,0
ENSG00000276514,0,0,0
ENSG00000200351,0,0,0
ENSG00000201910,0,0,0
ENSG00000239808,0,0,0
ENSG00000252881,0,0,0
ENSG00000222706,0,0,0
ENSG00000222610,0,0,0
ENSG00000212457,40,15,22
ENSG00000222598,0,0,0
ENSG00000283498,0,0,1
ENSG00000276047,0,0,0
ENSG00000243333,22,9,2
ENSG00000221436,0,0,0
ENSG00000238363,0,0,0
ENSG00000252185,0,0,0
ENSG00000207177,0,0,0
ENSG00000223179,0,0,0
ENSG00000206786,84,34,12
ENSG00000264536,9,2,0
ENSG00000222107,0,0,0
ENSG00000251741,0,0,0
ENSG00000252514,0,0,0
ENSG00000251975,0,0,0
ENSG00000201790,0,0,0
ENSG00000207290,0,0,0
ENSG00000265691,0,1,0
ENSG00000263432,0,0,0
ENSG00000202082,0,0,0
ENSG00000222609,0,0,0
ENSG00000221562,0,0,0
ENSG00000199455,0,0,0
ENSG00000275939,1,4,1
ENSG00000252337,0,0,0
ENSG00000266751,0,0,0
ENSG00000263963,0,0,0
ENSG00000222285,0,0,0
ENSG00000277859,0,0,0
ENSG00000278815,0,0,0
ENSG00000274934,0,0,0
ENSG00000275646,0,0,0
ENSG00000277524,0,0,0
ENSG00000199677,0,0,0
ENSG00000221287,0,0,0
ENSG00000200756,0,0,0
ENSG00000216009,0,0,0
ENSG00000238904,0,0,0
ENSG00000266478,0,0,0
ENSG00000239390,0,1,0
ENSG00000201423,0,0,0
ENSG00000253023,0,0,0
ENSG00000207020,0,0,0
ENSG00000238374,3,2,1
ENSG00000265924,0,0,0
ENSG00000276365,0,0,0
ENSG00000284182,0,0,0
ENSG00000221043,0,0,0
ENSG00000274799,0,4,1
ENSG00000277968,0,0,0
ENSG00000274721,0,0,0
ENSG00000222213,0,0,0
ENSG00000200227,0,0,0
ENSG00000276622,1,0,0
ENSG00000252068,0,0,0
ENSG00000241963,3,8,0
ENSG00000199047,0,0,0
ENSG00000242976,0,3,0
ENSG00000252458,0,0,0
ENSG00000265237,0,0,0
ENSG00000283733,0,0,0
ENSG00000201532,0,0,0
ENSG00000201474,0,0,0
ENSG00000206819,0,0,0
ENSG00000242928,0,0,0
ENSG00000221430,0,0,0
ENSG00000253065,0,0,0
ENSG00000202417,12,9,8
ENSG00000244501,0,0,0
ENSG00000252794,0,0,0
ENSG00000199035,0,0,0
ENSG00000283612,0,0,0
ENSG00000212529,2,1,1
ENSG00000222626,0,0,0
ENSG00000206614,0,0,0
ENSG00000199219,0,0,0
ENSG00000207739,0,0,0
ENSG00000202345,0,0,0
ENSG00000207619,0,0,0
ENSG00000263831,28,18,5
ENSG00000252169,0,0,0
ENSG00000266890,0,0,0
ENSG00000221464,0,0,0
ENSG00000221601,0,1,0
ENSG00000201277,0,0,0
ENSG00000206845,0,0,0
ENSG00000274994,0,0,0
ENSG00000206624,0,0,0
ENSG00000274716,0,0,0
ENSG00000251998,0,0,0
ENSG00000265160,0,0,0
ENSG00000199892,0,0,0
ENSG00000277912,0,0,0
ENSG00000200555,0,0,0
ENSG00000222852,0,0,0
ENSG00000198995,0,0,0
ENSG00000206686,0,0,0
ENSG00000221394,0,0,0
ENSG00000222448,0,0,2
ENSG00000252202,0,4,0
ENSG00000131183,1,0,0
ENSG00000196570,0,0,0
ENSG00000198055,236,419,67
ENSG00000131188,21,18,4
ENSG00000279821,5,2,2
ENSG00000196923,5,19,7
ENSG00000248996,0,0,0
ENSG00000183258,215,402,61
ENSG00000164296,21,48,16
ENSG00000113716,216,382,55
ENSG00000248696,0,1,0
ENSG00000241907,15,12,2
ENSG00000182578,7,6,8
ENSG00000214485,9,7,0
ENSG00000199409,0,0,0
ENSG00000113721,0,35,6
ENSG00000249180,17,8,2
ENSG00000164307,1441,1479,467
ENSG00000248734,66,122,42
ENSG00000272109,63,53,5
ENSG00000199540,0,0,0
ENSG00000185028,0,0,0
ENSG00000261434,0,0,0
ENSG00000164366,46,63,31
ENSG00000260774,31,16,20
ENSG00000286001,0,5,5
ENSG00000250848,10,20,7
ENSG00000214278,0,0,0
ENSG00000250645,0,0,0
ENSG00000180104,339,584,89
ENSG00000188242,4,3,0
ENSG00000066230,6,5,1
ENSG00000225138,0,52,3
ENSG00000250385,0,0,1
ENSG00000264233,0,0,0
ENSG00000249650,0,0,0
ENSG00000112877,51,103,33
ENSG00000171368,2,22,1
ENSG00000271781,9,8,4
ENSG00000249908,0,0,0
ENSG00000285522,0,0,0
ENSG00000250020,0,0,0
ENSG00000247872,0,0,0
ENSG00000252533,0,0,0
ENSG00000280987,1,0,0
ENSG00000281398,142,177,54
ENSG00000252213,2,7,1
ENSG00000200959,0,1,0
ENSG00000015479,1998,1630,845
ENSG00000199545,37,14,33
ENSG00000253015,15,40,4
ENSG00000120727,1256,1558,459
ENSG00000272742,0,0,0
ENSG00000170482,35,98,28
ENSG00000170476,262,347,127
ENSG00000228672,22,5,4
ENSG00000170464,106,194,37
ENSG00000200378,0,0,0
ENSG00000272411,0,0,0
ENSG00000251842,0,0,0
ENSG00000207714,0,0,0
ENSG00000200161,0,0,0
ENSG00000178394,0,0,0
ENSG00000164270,0,1,1
ENSG00000164398,0,0,0
ENSG00000269466,0,0,0
ENSG00000177034,790,1728,570
ENSG00000170231,0,0,0
ENSG00000081189,9865,11603,3758
ENSG00000184347,2,1,1
ENSG00000152422,106,47,22
ENSG00000113231,3,2,9
ENSG00000112977,402,419,86
ENSG00000249437,3,1,2
ENSG00000145494,200,187,50
ENSG00000113263,11,9,9
ENSG00000198677,1727,3143,944
ENSG00000145912,69,71,15
ENSG00000132911,0,0,0
ENSG00000164256,0,2,0
ENSG00000069018,3,1,0
ENSG00000243414,0,2,1
ENSG00000205572,2,0,0
ENSG00000051596,37,23,14
ENSG00000135074,3606,5722,1625
ENSG00000113558,2635,2446,1199
ENSG00000145868,912,1547,845
ENSG00000287031,0,1,0
ENSG00000215218,2,3,2
ENSG00000271230,0,0,0
ENSG00000037474,669,1669,347
ENSG00000145545,77,159,44
ENSG00000248677,0,2,1
ENSG00000112941,648,1071,283
ENSG00000272071,0,0,0
ENSG00000283420,0,0,0
ENSG00000200243,0,7,2
ENSG00000250056,4,5,1
ENSG00000215032,0,0,0
ENSG00000233847,2,2,0
ENSG00000279985,56,4,12
ENSG00000276945,0,3,1
ENSG00000188725,97,330,152
ENSG00000169567,3542,4015,1460
ENSG00000186687,539,628,234
ENSG00000169247,1,2,0
ENSG00000253417,0,0,1
ENSG00000145863,0,1,0
ENSG00000253403,0,0,0
ENSG00000118990,6,8,0
ENSG00000247311,0,1,7
ENSG00000164185,0,0,1
ENSG00000249610,0,0,0
ENSG00000272139,0,0,0
ENSG00000249621,0,0,0
ENSG00000249916,0,0,0
ENSG00000287794,0,0,0
ENSG00000250328,0,0,0
ENSG00000064692,0,0,0
ENSG00000113073,0,1,2
ENSG00000222790,0,0,0
ENSG00000131503,437,343,82
ENSG00000254996,57,106,32
ENSG00000200051,0,0,0
ENSG00000243056,0,4,0
ENSG00000283155,0,0,0
ENSG00000283717,0,0,0
ENSG00000200235,0,0,0
ENSG00000251453,0,0,0
ENSG00000240518,0,0,0
ENSG00000170458,2,4,7
ENSG00000131495,221,110,54
ENSG00000284325,0,0,0
ENSG00000256453,0,0,0
ENSG00000112855,290,389,113
ENSG00000146007,351,668,452
ENSG00000199990,4,5,1
ENSG00000202111,0,0,0
ENSG00000202515,0,0,0
ENSG00000250515,0,0,0
ENSG00000248106,0,0,0
ENSG00000279726,0,0,0
ENSG00000204970,0,0,0
ENSG00000204969,0,0,0
ENSG00000255408,0,0,0
ENSG00000204967,5,0,1
ENSG00000204965,0,2,0
ENSG00000081842,0,0,0
ENSG00000204963,0,0,0
ENSG00000204962,0,0,0
ENSG00000204961,0,0,0
ENSG00000278907,0,0,0
ENSG00000250120,0,0,0
ENSG00000249504,0,0,0
ENSG00000278946,0,0,0
ENSG00000249158,0,0,0
ENSG00000251664,0,0,0
ENSG00000278915,0,0,0
ENSG00000278901,0,0,0
ENSG00000239389,0,0,0
ENSG00000279028,0,0,0
ENSG00000243232,0,0,0
ENSG00000171815,0,0,0
ENSG00000275038,0,0,0
ENSG00000164438,0,0,0
ENSG00000213393,1,0,0
ENSG00000265740,0,0,0
ENSG00000254256,0,0,0
ENSG00000206909,0,0,0
ENSG00000254012,0,0,1
ENSG00000264249,0,0,0
ENSG00000156427,1,0,2
ENSG00000168269,0,0,0
ENSG00000253219,0,0,0
ENSG00000249601,0,0,0
ENSG00000234511,14,3,6
ENSG00000145936,0,3,0
ENSG00000043462,194,149,71
ENSG00000288615,0,0,0
ENSG00000250274,0,0,0
ENSG00000170445,181,606,220
ENSG00000207317,0,0,0
ENSG00000245146,77,51,23
ENSG00000185129,565,516,279
ENSG00000182700,31,60,28
ENSG00000254363,96,35,23
ENSG00000120306,53,34,13
ENSG00000250069,85,14,10
ENSG00000113068,332,228,62
ENSG00000113070,3,4,0
ENSG00000258864,0,0,0
ENSG00000153037,248,511,282
ENSG00000129625,693,1029,313
ENSG00000249947,2,33,2
ENSG00000212643,0,0,0
ENSG00000145700,7,11,8
ENSG00000253321,0,1,0
ENSG00000260871,2,1,2
ENSG00000255647,9,0,4
ENSG00000176055,127,132,54
ENSG00000113356,68,67,69
ENSG00000176018,414,602,462
ENSG00000280776,0,1,0
ENSG00000113327,5,1,2
ENSG00000244073,27,9,2
ENSG00000271378,0,1,0
ENSG00000228212,112,47,7
ENSG00000242493,0,0,0
ENSG00000270558,5,20,26
ENSG00000251880,1,1,5
ENSG00000250539,9,32,2
ENSG00000249400,0,0,0
ENSG00000168944,1998,2982,1149
ENSG00000253146,0,2,1
ENSG00000264760,0,0,0
ENSG00000221552,0,0,0
ENSG00000274472,0,0,2
ENSG00000272197,0,0,0
ENSG00000241187,0,1,0
ENSG00000170271,34,67,13
ENSG00000277039,0,0,0
ENSG00000263361,0,0,0
ENSG00000082516,304,409,82
ENSG00000199279,0,2,0
ENSG00000268942,0,0,0
ENSG00000241991,5,10,2
ENSG00000240436,13,4,3
ENSG00000186105,74,29,1
ENSG00000145864,43,59,7
ENSG00000068796,1402,2225,643
ENSG00000288643,0,0,0
ENSG00000205089,0,12,0
ENSG00000187678,0,6,0
ENSG00000196670,408,490,136
ENSG00000178187,69,9,1
ENSG00000145725,1680,1611,557
