"genes","naiveB_S1R1","naiveB_S1R2","naiveB_S1R3","naiveB_S1R4","naiveB_S2R1","naiveB_S2R2","naiveB_S2R3","naiveB_S2R4","naiveB_S3R1","naiveB_S3R2","naiveB_S3R3"
"ENSG00000241251","0","11","5","0","1","0","0","0","7","1","2"
"ENSG00000241255","0","1","0","16","0","2","0","0","0","2","1"
"ENSG00000241257","0","0","0","37","0","0","0","0","0","0","0"
"ENSG00000241258","128","304","477","475","194","191","253","242","380","211","126"
"ENSG00000241261","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241269","0","0","0","43","0","0","0","0","0","0","0"
"ENSG00000241278","0","0","0","0","2","1","0","0","5","5","0"
"ENSG00000241280","0","29","0","0","1","0","0","2","0","0","0"
"ENSG00000241281","0","0","0","0","0","0","0","0","2","0","0"
"ENSG00000241282","1","9","3","6","0","0","0","0","2","1","0"
"ENSG00000241286","1","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241288","1","0","0","72","9","0","1","0","35","14","2"
"ENSG00000241291","0","0","0","1","0","0","0","0","0","0","0"
"ENSG00000241293","0","1","0","23","0","0","0","1","0","0","1"
"ENSG00000241294","4","91","0","0","21","21","38","29","78","127","21"
"ENSG00000241295","0","18","0","0","3","8","1","0","11","1","8"
"ENSG00000241305","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241307","0","0","0","0","3","0","0","0","0","1","0"
"ENSG00000241313","0","0","0","1","0","0","0","0","0","0","0"
"ENSG00000241316","0","0","442","74","37","19","35","34","17","69","10"
"ENSG00000241317","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241318","0","0","0","0","3","0","0","0","0","0","0"
"ENSG00000241319","0","0","0","0","0","0","0","0","1","1","1"
"ENSG00000241322","0","0","9","4","1","2","5","0","4","3","4"
"ENSG00000241324","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241326","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241328","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241333","24","0","0","0","0","0","3","3","1","5","0"
"ENSG00000241334","0","0","3","0","0","0","0","0","0","0","0"
"ENSG00000241336","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241343","123","32","0","2","43","17","25","77","194","86","69"
"ENSG00000241344","0","0","0","0","0","0","0","0","1","0","0"
"ENSG00000241345","0","0","74","40","0","0","0","0","0","0","0"
"ENSG00000241346","0","0","0","0","0","0","7","0","0","0","0"
"ENSG00000241347","0","0","0","1","0","0","0","0","0","0","0"
"ENSG00000241350","0","0","0","0","1","0","0","0","0","0","0"
"ENSG00000241351","16361","9744","5070","268","428","392","941","804","479","743","108"
"ENSG00000241352","1","7","7","3","0","2","1","0","50","23","17"
"ENSG00000241353","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241354","0","0","0","0","0","0","0","0","0","0","1"
"ENSG00000241356","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241357","0","0","0","0","0","0","0","0","1","3","1"
"ENSG00000241358","0","0","0","2","0","0","0","0","0","0","2"
"ENSG00000241359","0","0","0","10","0","0","0","0","0","0","0"
"ENSG00000241360","0","0","0","0","5","5","5","14","2","3","0"
"ENSG00000241361","0","0","0","0","20","58","0","50","4","1","0"
"ENSG00000241362","0","0","0","0","0","0","0","0","3","0","1"
"ENSG00000241367","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000241369","0","21","113","195","0","0","0","0","0","0","0"
"ENSG00000241370","162","140","1674","69","70","48","40","20","36","117","29"
"ENSG00000241383","0","0","0","35","0","0","0","0","0","0","0"
"ENSG00000241385","0","0","0","2","0","0","0","0","0","0","0"
"ENSG00000241388","0","1","24","12","0","0","0","0","1","8","6"
"ENSG00000241391","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000241392","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241395","0","0","0","0","0","0","0","0","2","0","1"
"ENSG00000241397","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241399","0","0","0","1","31","22","62","114","38","75","96"
"ENSG00000241400","0","0","0","0","0","0","0","0","4","0","0"
"ENSG00000241404","0","0","0","0","0","0","5","0","1","0","0"
"ENSG00000241406","0","0","0","0","1","0","0","0","2","2","0"
"ENSG00000241409","0","0","0","4","7","15","9","9","0","2","1"
"ENSG00000241411","0","2","0","1","0","0","0","0","0","2","0"
"ENSG00000241413","0","0","0","0","0","0","0","0","0","7","2"
"ENSG00000241416","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241418","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241420","0","0","0","0","11","9","6","1","1","1","0"
"ENSG00000241423","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241429","1","0","28","15","1","0","0","7","15","7","4"
"ENSG00000241431","0","3","5","3","0","0","0","0","58","27","24"
"ENSG00000241434","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241438","0","0","0","0","15","2","1","3","4","26","3"
"ENSG00000241439","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241449","0","0","6","54","2","2","1","0","1","2","0"
"ENSG00000241451","0","0","0","0","3","0","0","0","0","1","1"
"ENSG00000241456","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241457","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000241458","1","8","4","2","0","0","0","0","2","1","0"
"ENSG00000241461","0","0","0","0","3","5","1","3","2","12","3"
"ENSG00000241462","0","0","2","0","0","0","0","3","0","0","2"
"ENSG00000241464","0","20","28","23","0","0","1","0","1","4","0"
"ENSG00000241468","556","755","1000","148","80","66","50","87","160","117","38"
"ENSG00000241469","0","0","0","56","0","1","0","0","0","5","1"
"ENSG00000241472","0","0","0","4","0","0","0","0","1","0","0"
"ENSG00000241473","0","0","0","0","0","0","0","0","2","0","0"
"ENSG00000241475","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241476","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241478","0","0","0","215","0","0","0","0","1","3","0"
"ENSG00000241479","0","0","124","0","0","0","0","0","0","0","0"
"ENSG00000241484","1","1","0","0","0","0","0","0","0","0","0"
"ENSG00000241487","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241489","0","3","1","2","8","32","11","14","26","6","6"
"ENSG00000241490","2","0","1","5","21","51","31","19","57","29","5"
"ENSG00000241493","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000241494","1","6","6","1","1","0","0","0","4","5","1"
"ENSG00000241499","0","2","0","0","0","0","0","0","0","0","0"
"ENSG00000241505","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241506","51","28","78","11","11","3","9","9","0","1","1"
"ENSG00000241511","0","5","0","1","1","1","1","1","1","3","3"
"ENSG00000241520","0","0","0","0","0","3","0","0","0","0","0"
"ENSG00000241524","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241525","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241526","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241527","0","0","0","0","2","6","1","0","7","3","3"
"ENSG00000241529","0","0","0","140","5","19","9","0","0","1","1"
"ENSG00000241532","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241535","0","0","0","21","22","21","9","0","45","14","15"
"ENSG00000241537","0","0","1","0","7","1","2","0","49","4","10"
"ENSG00000241539","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241542","0","0","0","66","0","0","0","0","0","2","0"
"ENSG00000241544","0","0","0","0","0","0","1","0","1","0","0"
"ENSG00000241546","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241547","0","0","0","2","14","61","18","48","2","8","5"
"ENSG00000241549","30","8","0","4","37","18","25","3","16","20","8"
"ENSG00000241550","0","0","0","0","0","0","0","0","3","0","0"
"ENSG00000241552","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241553","14425","6472","22287","8411","1012","976","1025","1019","1145","1061","440"
"ENSG00000241556","3","12","7","1","0","2","1","0","0","0","0"
"ENSG00000241560","0","6","106","23","51","47","67","8","262","121","79"
"ENSG00000241562","0","0","0","0","0","0","0","0","30","0","1"
"ENSG00000241563","0","0","0","0","5","6","0","2","0","0","0"
"ENSG00000241566","1","26","0","0","5","6","9","7","26","3","1"
"ENSG00000241568","0","2","0","0","5","2","5","0","0","8","0"
"ENSG00000241570","0","0","1","13","0","0","0","0","1","6","2"
"ENSG00000241571","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241572","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241573","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241577","13","105","0","0","44","67","31","22","358","147","33"
"ENSG00000241582","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000241587","0","0","0","0","0","0","0","2","18","6","0"
"ENSG00000241588","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241590","0","0","0","2","0","0","0","0","0","0","0"
"ENSG00000241592","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241593","0","0","0","16","0","0","0","0","0","0","0"
"ENSG00000241595","0","0","4","0","0","0","0","0","0","0","0"
"ENSG00000241596","0","0","0","0","1","0","0","0","0","0","0"
"ENSG00000241597","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241598","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241599","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241604","0","0","0","3","0","0","0","0","0","0","0"
"ENSG00000241607","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241612","1","12","10","7","1","2","0","0","9","4","1"
"ENSG00000241613","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241621","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241622","0","0","0","0","2","0","0","0","0","0","0"
"ENSG00000241625","0","0","0","9","0","0","0","0","0","0","0"
"ENSG00000241627","0","0","0","0","0","0","1","0","0","0","0"
"ENSG00000241631","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241634","0","0","0","0","8","0","2","15","2","6","3"
"ENSG00000241635","0","0","1","0","0","0","0","0","0","11","1"
"ENSG00000241636","0","0","0","11","0","0","0","0","0","0","0"
"ENSG00000241640","0","0","0","5","0","0","0","0","1","2","3"
"ENSG00000241641","0","0","0","0","24","15","13","8","2","6","4"
"ENSG00000241644","0","1","1","25","0","0","0","0","1","0","0"
"ENSG00000241648","0","0","826","8","0","0","0","0","0","0","0"
"ENSG00000241651","0","0","2","0","1","0","0","0","8","3","0"
"ENSG00000241652","0","0","0","0","19","5","15","16","2","2","0"
"ENSG00000241654","0","0","0","8","0","0","0","0","0","1","0"
"ENSG00000241656","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241657","2","1","0","0","0","1","0","0","0","0","0"
"ENSG00000241661","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241665","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241666","337","626","627","656","80","75","34","59","154","99","51"
"ENSG00000241667","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241668","0","0","0","26","0","0","1","0","0","1","0"
"ENSG00000241669","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241671","0","1","0","0","0","0","0","0","1","0","0"
"ENSG00000241673","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241678","0","3","0","0","22","7","17","5","0","0","6"
"ENSG00000241679","3","0","0","14","11","34","11","4","0","13","0"
"ENSG00000241680","4","13","567","15","0","1","3","4","14","3","4"
"ENSG00000241684","0","1","773","45","0","0","0","0","0","0","0"
"ENSG00000241685","250","100","3","65","84","103","89","75","63","117","28"
"ENSG00000241690","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241693","0","0","0","0","0","3","0","2","0","2","0"
"ENSG00000241695","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241696","0","0","92","1","0","0","0","0","0","0","0"
"ENSG00000241697","0","0","1","0","0","0","0","0","0","0","0"
"ENSG00000241709","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241717","0","0","0","3","0","0","0","0","0","0","0"
"ENSG00000241720","0","0","2","0","0","2","0","0","0","0","0"
"ENSG00000241721","0","0","0","0","0","0","0","2","0","0","0"
"ENSG00000241722","0","1","0","19","0","0","0","0","0","0","0"
"ENSG00000241723","1","3","0","0","9","14","0","0","14","6","3"
"ENSG00000241728","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241735","0","0","2","41","4","1","0","0","0","0","0"
"ENSG00000241738","1","0","0","3","17","4","16","19","61","36","16"
"ENSG00000241739","1","0","0","0","0","0","0","0","0","1","0"
"ENSG00000241741","3","12","15","7","0","3","8","3","16","10","4"
"ENSG00000241743","46","142","2290","1107","237","189","230","168","564","212","135"
"ENSG00000241744","0","0","0","4","0","0","0","0","0","0","1"
"ENSG00000241745","0","0","1","0","0","0","1","0","0","0","0"
"ENSG00000241746","1","0","0","0","0","0","0","0","3","5","2"
"ENSG00000241749","0","0","0","9","0","0","0","0","0","1","1"
"ENSG00000241754","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241755","9684","1504","637","122","69","93","126","135","158","83","19"
"ENSG00000241756","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241757","0","0","0","147","0","0","0","0","0","0","0"
"ENSG00000241764","4","52","4","1","8","2","15","2","25","26","7"
"ENSG00000241765","0","0","0","0","0","0","0","0","1","4","0"
"ENSG00000241767","0","3","0","0","0","0","0","0","0","2","0"
"ENSG00000241769","0","0","0","2","20","6","9","5","48","68","15"
"ENSG00000241770","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241772","39","22","0","53","48","35","45","28","95","21","10"
"ENSG00000241776","0","81","0","57","0","0","0","0","0","0","0"
"ENSG00000241777","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241782","0","0","0","0","0","9","7","0","43","21","5"
"ENSG00000241785","0","0","0","0","0","0","1","0","0","0","0"
"ENSG00000241787","0","0","0","4","0","0","0","0","0","7","0"
"ENSG00000241788","0","0","0","0","0","0","0","0","1","0","0"
"ENSG00000241789","0","0","0","20","0","0","0","0","0","0","0"
"ENSG00000241790","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241791","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241792","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241794","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241804","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241807","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241808","0","0","0","0","0","0","0","0","0","3","0"
"ENSG00000241809","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241810","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241815","0","0","0","0","0","0","0","0","0","1","1"
"ENSG00000241818","0","0","0","15","0","0","0","0","0","0","0"
"ENSG00000241821","0","0","99","0","0","0","0","0","0","0","0"
"ENSG00000241825","0","0","0","2","0","0","0","0","1","4","2"
"ENSG00000241828","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241829","0","45","0","26","0","0","0","0","0","6","0"
"ENSG00000241832","0","0","10","0","0","0","0","0","22","0","0"
"ENSG00000241834","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241837","438","1153","1430","364","110","99","67","99","486","328","132"
"ENSG00000241838","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241839","1","0","0","0","709","572","486","609","34","88","18"
"ENSG00000241846","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241852","1","64","956","0","23","41","34","21","47","51","15"
"ENSG00000241853","0","0","0","0","0","0","0","0","1","0","0"
"ENSG00000241859","0","0","0","0","0","6","0","9","0","0","13"
"ENSG00000241860","0","0","0","0","3","2","6","2","3","1","0"
"ENSG00000241861","0","0","0","1","0","0","0","0","0","0","0"
"ENSG00000241866","0","0","354","0","0","0","0","0","0","0","0"
"ENSG00000241868","0","0","0","0","1","0","0","0","2","6","0"
"ENSG00000241869","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241870","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241874","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241877","0","0","0","37","0","0","0","0","0","0","0"
"ENSG00000241878","1833","443","1244","241","742","468","754","507","185","200","31"
"ENSG00000241879","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241881","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241882","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241884","0","0","0","0","0","0","0","13","12","13","1"
"ENSG00000241886","0","0","215","12","1","0","7","0","23","13","3"
"ENSG00000241888","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241889","0","0","0","19","0","0","0","0","0","1","0"
"ENSG00000241890","0","0","0","10","0","0","0","2","3","18","4"
"ENSG00000241891","0","0","0","0","0","0","0","0","0","13","0"
"ENSG00000241899","0","0","0","0","0","0","0","0","4","2","3"
"ENSG00000241905","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241907","0","0","0","0","0","2","0","0","15","12","2"
"ENSG00000241911","0","14","0","1","0","0","0","0","0","0","0"
"ENSG00000241912","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241913","0","0","0","4","0","1","0","2","34","7","1"
"ENSG00000241917","0","0","0","0","8","0","0","0","0","2","0"
"ENSG00000241921","0","0","1","0","0","0","0","0","0","0","0"
"ENSG00000241923","0","0","0","28","6","2","0","0","3","8","0"
"ENSG00000241926","0","0","0","1","0","0","0","0","1","0","0"
"ENSG00000241929","0","0","0","10","0","0","0","0","0","0","0"
"ENSG00000241932","0","0","0","0","0","0","0","0","0","0","1"
"ENSG00000241933","0","7","0","18","0","0","0","0","4","1","0"
"ENSG00000241935","0","0","0","2","0","0","0","0","0","0","0"
"ENSG00000241939","0","0","0","0","2","9","17","7","9","18","6"
"ENSG00000241941","0","0","443","0","0","2","1","0","0","1","0"
"ENSG00000241942","0","0","89","0","0","0","0","0","0","0","0"
"ENSG00000241943","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241945","0","9","11","1","99","0","64","45","0","1","13"
"ENSG00000241946","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000241947","0","0","0","5","0","0","0","0","0","1","1"
"ENSG00000241950","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241954","3","0","0","0","13","5","7","0","20","7","1"
"ENSG00000241956","0","0","107","7","0","0","0","0","2","2","1"
"ENSG00000241959","0","0","0","19","0","11","0","0","0","13","2"
"ENSG00000241961","0","0","0","44","0","0","0","0","1","0","0"
"ENSG00000241962","0","17","0","17","16","13","6","9","2","16","2"
"ENSG00000241963","0","0","0","71","23","39","18","4","3","8","0"
"ENSG00000241964","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241965","0","0","0","17","0","0","0","0","0","0","0"
"ENSG00000241973","32","604","747","160","888","1250","902","702","836","1473","320"
"ENSG00000241975","0","13","0","17","5","5","4","6","26","52","18"
"ENSG00000241981","0","0","0","0","0","0","0","0","5","2","3"
"ENSG00000241983","0","0","0","0","1","3","1","0","3","6","1"
"ENSG00000241984","0","0","0","78","0","0","0","0","0","1","0"
"ENSG00000241985","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000241990","56","63","2","137","6","4","0","0","44","19","1"
"ENSG00000241991","0","0","309","0","3","0","1","7","5","10","2"
"ENSG00000241992","0","0","1","37","0","0","0","0","0","0","0"
"ENSG00000241993","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000241997","0","0","0","0","3","0","1","0","0","0","0"
"ENSG00000242001","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242009","0","0","1","0","0","0","0","0","0","2","0"
"ENSG00000242012","0","0","0","0","0","0","0","0","0","3","0"
"ENSG00000242014","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242017","0","0","0","0","0","1","0","0","0","0","0"
"ENSG00000242019","0","0","0","1","1","0","0","0","0","0","0"
"ENSG00000242020","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242021","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242028","98","53","0","35","19","63","27","23","111","154","66"
"ENSG00000242029","0","0","0","5","0","1","0","0","0","0","0"
"ENSG00000242034","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242036","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242041","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242042","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242048","0","0","0","1","55","51","37","27","20","17","1"
"ENSG00000242049","0","3","0","83","0","0","0","0","0","1","0"
"ENSG00000242052","0","3","2","2","6","2","3","0","1","0","0"
"ENSG00000242058","0","1","0","0","0","0","1","0","0","0","1"
"ENSG00000242060","1","12","13","6","0","0","1","0","90","31","34"
"ENSG00000242061","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242062","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242065","0","0","0","113","0","0","0","0","0","0","0"
"ENSG00000242066","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242067","0","0","0","0","0","0","0","0","5","1","4"
"ENSG00000242068","0","2","4","1","1","0","0","2","1","3","1"
"ENSG00000242070","0","0","0","0","0","0","0","0","0","2","0"
"ENSG00000242071","28","46","71","11","6","12","17","8","6","9","4"
"ENSG00000242072","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242073","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242076","13","8","1","0","1","1","3","5","0","0","0"
"ENSG00000242078","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242079","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242080","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242082","0","0","65","7","0","0","0","0","2","0","0"
"ENSG00000242083","0","0","2","1","0","14","0","10","0","1","0"
"ENSG00000242085","0","0","0","0","4","0","4","8","0","4","0"
"ENSG00000242086","155","576","446","242","336","347","369","309","291","422","186"
"ENSG00000242087","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242088","6","20","25","10","0","0","0","0","9","6","1"
"ENSG00000242094","0","106","0","26","174","355","227","67","275","150","69"
"ENSG00000242097","0","0","0","0","0","0","0","0","32","0","0"
"ENSG00000242100","0","2","1","1","14","4","2","5","21","23","11"
"ENSG00000242101","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242102","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242103","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242104","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242107","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242109","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242110","93","0","0","8","8","13","9","4","4","5","2"
"ENSG00000242111","0","0","0","14","0","0","0","0","0","1","0"
"ENSG00000242113","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242114","6","48","2","0","5","7","3","0","15","0","1"
"ENSG00000242118","0","0","47","0","0","0","0","0","0","0","0"
"ENSG00000242119","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242120","0","0","0","2","0","0","0","0","0","0","0"
"ENSG00000242121","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242123","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242125","1644","3169","5597","1281","374","424","394","389","5548","4460","1219"
"ENSG00000242134","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242135","0","0","0","1","0","0","0","0","0","0","1"
"ENSG00000242136","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242137","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242140","0","1","0","0","0","0","1","0","0","1","0"
"ENSG00000242142","0","0","0","0","1","4","1","0","1","9","1"
"ENSG00000242145","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242147","0","0","518","0","0","0","0","0","0","1","2"
"ENSG00000242151","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242152","0","0","0","1","0","0","0","0","0","0","0"
"ENSG00000242153","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242154","1","61","303","57","22","6","27","5","49","37","24"
"ENSG00000242156","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242158","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242159","0","0","0","8","0","0","0","0","0","0","0"
"ENSG00000242162","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242163","0","0","0","0","0","0","0","0","2","2","1"
"ENSG00000242165","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000242169","0","0","1","0","0","0","0","0","3","4","2"
"ENSG00000242170","0","2","0","8","3","3","2","2","0","0","2"
"ENSG00000242173","0","0","0","10","0","0","0","0","0","1","0"
"ENSG00000242175","0","0","0","0","0","0","0","0","26","14","5"
"ENSG00000242176","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242178","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242182","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242186","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242190","0","6","0","0","2","1","5","0","4","2","2"
"ENSG00000242193","0","0","3","19","0","0","22","2","0","0","0"
"ENSG00000242195","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242197","0","0","0","0","0","0","7","0","0","0","0"
"ENSG00000242198","0","0","0","0","6","0","1","6","2","11","0"
"ENSG00000242199","0","0","0","0","3","0","0","0","2","9","4"
"ENSG00000242201","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242206","0","0","0","73","0","1","0","0","0","0","0"
"ENSG00000242207","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242208","1","1","2","7","1","0","0","0","9","13","0"
"ENSG00000242209","2","0","1","3","0","0","0","0","1","0","0"
"ENSG00000242214","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242216","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242220","0","0","0","6","0","0","1","0","0","0","0"
"ENSG00000242221","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242222","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242229","0","0","1","0","0","0","0","0","4","0","0"
"ENSG00000242236","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242241","0","0","0","4","12","14","11","3","7","11","9"
"ENSG00000242242","0","0","0","0","0","0","0","0","0","2","0"
"ENSG00000242244","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242246","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242247","259","247","39","174","504","532","416","856","336","424","337"
"ENSG00000242248","0","0","0","0","0","0","0","0","1","2","0"
"ENSG00000242251","0","0","1","0","4","0","0","0","2","2","0"
"ENSG00000242252","0","0","0","0","0","1","3","2","2","3","0"
"ENSG00000242255","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242256","0","0","0","0","16","21","3","0","11","7","4"
"ENSG00000242258","0","0","2","20","7","7","7","40","17","5","16"
"ENSG00000242259","1247","562","1461","137","595","643","684","543","468","835","457"
"ENSG00000242261","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242262","1","27","2","2","6","7","7","4","9","2","1"
"ENSG00000242265","0","43","1","145","250","375","255","352","1155","1120","775"
"ENSG00000242266","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242267","0","0","0","6","0","0","0","0","0","0","0"
"ENSG00000242268","0","0","0","5","0","0","0","0","0","0","0"
"ENSG00000242272","0","0","0","0","0","0","0","0","0","5","0"
"ENSG00000242276","0","2","4","12","1","1","0","0","13","5","3"
"ENSG00000242278","0","0","1","12","0","0","1","0","1","1","0"
"ENSG00000242279","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242280","0","0","0","0","0","0","0","0","0","0","1"
